record_id,product_class,title,source_platform,source_page_url,creator,license_id,license_url,license_evidence_url,license_checked_at,duration_seconds,width,height,language,procedure_or_scene,relevance,commercial_use,modification,redistribution_rule,personality_or_privacy,status,status_reason,reviewer_1,reviewer_2,local_file_sha256,notes
pressure-035,Pressure Cooker,Cooking in a Pressure Cooker,Internet Archive,https://archive.org/details/youtube-PgKX9HVdKiU,thenewsurvivalist,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-PgKX9HVdKiU,2026-07-22,547.25,854,480,und,pressure cooker cooking procedure,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,3f8c4b82657e5966abb66119fb354b016509e88dad9c061d61e3780286bb5758,development_candidate; archive_file=PgKX9HVdKiU.mp4
pressure-036,Pressure Cooker,Simfonio Simpot Pressure Cooker Review,Internet Archive,https://archive.org/details/youtube-CZ7moF9ZvlA,Dave Hales,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-CZ7moF9ZvlA,2026-07-22,351.61,854,480,und,pressure cooker review and controls,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,development_candidate; archive_file=CZ7moF9ZvlA.mp4
pressure-009,Pressure Cooker,Best Pressure Cooker By Decent Cookware – Built For Everyday Indian Kitchens,Internet Archive,https://archive.org/details/best-pressure-cooker-by-decent-cookware-built-for-everyday-indian-kitchens,archive-uploader:1af819a0f906bbdd,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/best-pressure-cooker-by-decent-cookware-built-for-everyday-indian-kitchens,2026-07-21,27.14,720,1280,und,pressure cooker components and use,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,22db72ec5f1aa7e25feed343962d8521a3dbb7ae9d01e6eb361363e5baa2f894,development_candidate; archive_file=Best Pressure Cooker by Decent Cookware – Built for Everyday Indian Kitchens.mp4
pressure-010,Pressure Cooker,Instant Pot. Group C,Internet Archive,https://archive.org/details/mctvscia-Instant_Pot._Group_C,MCTVSC,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/mctvscia-Instant_Pot._Group_C,2026-07-22,251.12,854,480,English,electric pressure cooker group demonstration,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,41d0990e12aae28db4f788786354e068c25745f7ee423709ae5bae656c280e37,development_candidate; archive_file=Instant_Pot._Group_C.mp4
pressure-011,Pressure Cooker,Pulled Pork Instant Pot I Simply Cooking Demo,Internet Archive,https://archive.org/details/hcctvmd-Pulled_Pork_Instant_Pot_I_Simply_Cooking_Demo,Howard Community College,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/hcctvmd-Pulled_Pork_Instant_Pot_I_Simply_Cooking_Demo,2026-07-22,316.84,854,480,English,electric pressure cooker cooking,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,3438b34413088260074ad5e5e90113a4ece35296a2c00c4e7ff3e50b2279512e,development_candidate; archive_file=Pulled_Pork_Instant_Pot_I_Simply_Cooking_Demo.mp4
pressure-012,Pressure Cooker,Instant Pot Teriyaki Chicken,Internet Archive,https://archive.org/details/instant-pot-teriyaki-chicken,archive-uploader:bcfa1535c009bc97,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/instant-pot-teriyaki-chicken,2026-07-22,115.57,1280,720,und,electric pressure cooker cooking,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,bb1b50eabb76f1cf4a88adf9c7bde4aef1867a3f7cd55c9f6816ed3f12e9063c,development_candidate; archive_file=Instant Pot Teriyaki Chicken.mp4
pressure-037,Pressure Cooker,"The Instant Pot is a slow cooker, pressure cooker, and steamer, all in one",Internet Archive,https://archive.org/details/youtube-N-DG_bleUlg,Insider,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-N-DG_bleUlg,2026-07-22,99.44,854,480,und,electric pressure cooker functions,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,8c7a77e83ae69aa440953004cc0d48148b0732744778bc6f760f179133896719,development_candidate; archive_file=N-DG_bleUlg.mp4
pressure-038,Pressure Cooker,$79 Pressure Cooker Review - Cosori vs Instant Pot,Internet Archive,https://archive.org/details/youtube-8A_9ze1CNh8,Dave Hales,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-8A_9ze1CNh8,2026-07-22,602.69,854,480,und,electric pressure cooker comparison,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,19f34854192fcf4ba5ddb17741db2347c1dffe764643f4b32a5aafb7b024acb0,development_candidate; archive_file=8A_9ze1CNh8.mp4
pressure-017,Pressure Cooker,Pressure Cooking,Internet Archive,https://archive.org/details/pressure-cooking,Kaden Dixon,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,https://archive.org/details/pressure-cooking,2026-07-22,158.85,1280,720,eng,pressure cooking tutorial,machine_candidate,owner_authorized,owner_authorized,redistribution allowed,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,f88a086892b374ea9f34c1f1249553682ff130dc08bdc3bea09a22c4d97a8d30,development_candidate; archive_file=Pressure Cooking.mp4
pressure-039,Pressure Cooker,Jill Nussinow: Fearless Fast & Easy Vegan Pressure Cooking,Internet Archive,https://archive.org/details/wvf09_14-Jill_Nussinow,San Francisco Vegetarian Society,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/wvf09_14-Jill_Nussinow,2026-07-22,4144.65,320,240,und,pressure cooking demonstration,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,06435e0d487264f211250a7cc55289312753e64116a201d06c83b303220251df,development_candidate; archive_file=wvf09_14-Jill_Nussinow_512kb.mp4
pressure-040,Pressure Cooker,Making Butternut Pumpkin Soup with Stacey Springer,Internet Archive,https://archive.org/details/prkcitut-Making_Butternut_Pumpkin_Soup_with_Stacey_Springer,Park City Television,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/prkcitut-Making_Butternut_Pumpkin_Soup_with_Stacey_Springer,2026-07-22,668.22,854,480,English,pressure cooker soup preparation,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,3efc6a77727ef36c06c90875d0bcfcf5ef4643fac23f339d7bc7e8d635b2f8c6,development_candidate; archive_file=Making_Butternut_Pumpkin_Soup_with_Stacey_Springer.mp4
pressure-020,Pressure Cooker,How to make Basmati Rice in a Pressure Cooker,Internet Archive,https://archive.org/details/youtube-VrwddG6c1qA,Dave Hales,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-VrwddG6c1qA,2026-07-22,245.4,854,480,und,"pressure cooker operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,7ef5e22eb6da5d93cc1fe44bc643bcb828de57882dcdf5498f409b2d45b8cf1e,development_candidate; archive_file=VrwddG6c1qA.mp4
pressure-021,Pressure Cooker,"Mossad Commentary - Tulkarm: Israeli forces carry out a ""pressure cooker"" on a house with a wanted terrorist. instead of a heavy exchange of fire, the forces fired a missile at the building. Awesome #1",Internet Archive,https://archive.org/details/twitter-1755242227071119572,Mossad Commentary,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/twitter-1755242227071119572,2026-07-22,18.32,480,848,und,"pressure cooker operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,467c9faecedabd1f9e4d48e20254dbf6c56049cd970b42e329229187d70fa357,development_candidate; archive_file=1755242198012977152.mp4
pressure-022,Pressure Cooker,Cook Faster With The Best Pressure Cooker By Decent Cookware,Internet Archive,https://archive.org/details/cook-faster-with-the-best-pressure-cooker-by-decent-cookware,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/cook-faster-with-the-best-pressure-cooker-by-decent-cookware,2026-07-22,28.61,720,1280,und,"pressure cooker operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,8078c0cd85f46967b8597e89514b0cbd88e2486074631b7be67d1ac7a323a1b5,development_candidate; archive_file=Cook Faster with the Best Pressure Cooker by Decent Cookware.mp4
pressure-023,Pressure Cooker,"Amazon.com Mealthy Multi Pot 9 In 1 Programmable Pressure Cooker 6 Quarts With Stainless Steel Pot, Steamer Basket, Instant Access To Recipe App. Pressure Cook, Slow Cook, Sauté, Rice Cooker, Yogurt, Steam Kitchen & Dini",Internet Archive,https://archive.org/details/Amazon.comMealthyMultiPot9In1ProgrammablePressureCooker6QuartsWithStainlessSteel,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/Amazon.comMealthyMultiPot9In1ProgrammablePressureCooker6QuartsWithStainlessSteel,2026-07-22,99.84,640,360,und,"pressure cooker operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,ec4d2a592332b6560facc6583f3df09682974fda9b7a47a6c397c75bf4e3678a,"development_candidate; archive_file=Amazon.com- Mealthy MultiPot 9-in-1 Programmable Pressure Cooker 6 Quarts with Stainless Steel Pot, Steamer Basket, instant access to recipe app. Pressure cook, slow cook, sauté, rice cooker, yogurt, steam- Kitchen & Dini.mp4"
pressure-024,Pressure Cooker,Family: Pressure Cooker Of The 90s (Gary Colville) | Hosanna Porirua,Internet Archive,https://archive.org/details/19940508am-family-pressure-hosanna,Contagious Media,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/19940508am-family-pressure-hosanna,2026-07-22,84.52,640,480,eng,"pressure cooker operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,826874204d3e2fb7f7af0f47676b1813f93a5d23607910e0c93f304ef20b9ea0,development_candidate; archive_file=19940508 Family Pressure.mp4
pressure-025,Pressure Cooker,Pressure Cooker Operation on a Prostitute's Home,Internet Archive,https://archive.org/details/youtube-NYZD_FxjwEw,Breaking the Silence / שוברים שתיקה,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-NYZD_FxjwEw,2026-07-22,96.43,854,480,und,"pressure cooker operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,48c1e0c9fcc026b4613035cffb585aaa41a2e5673da2e1ed650025da8c5fbd1f,development_candidate; archive_file=NYZD_FxjwEw.mp4
pressure-026,Pressure Cooker,Diary Of An Arcade Employee Vidcast 05 (Atari's Pressure Cooker),Internet Archive,https://archive.org/details/DiaryOfAnArcadeEmployeeVidcast05PressureCooker,Vic Sage,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/DiaryOfAnArcadeEmployeeVidcast05PressureCooker,2026-07-22,372.24,640,480,und,"pressure cooker operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,d6a867f10f4c8c8dae2d9c2ac22eb10d00bd3f01efece99b54f8e6dfaf2ff2df,development_candidate; archive_file=Diary-of-an-arcade-employee-vidcast-05-pressure-cooker.mp4
pressure-027,Pressure Cooker,Pressure cooker keto chili,Internet Archive,https://archive.org/details/youtube-ymo46Al_M60,WTVR CBS 6,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-ymo46Al_M60,2026-07-22,500.22,854,480,und,"pressure cooker operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,f24252f60bd7ce044f3e60d7dc58f1c9d1889e7da3f4071849ad6e77efa008d1,development_candidate; archive_file=ymo46Al_M60.mp4
pressure-028,Pressure Cooker,Instant Pot Risotto with Shrimp - Shrewsbury Community Cookbook,Internet Archive,https://archive.org/details/Instant_Pot_Risotto_with_Shrimp_-_Shrewsbury_Community_Cookbook,SMC,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/Instant_Pot_Risotto_with_Shrimp_-_Shrewsbury_Community_Cookbook,2026-07-22,722.44,853,480,English,"pressure cooker operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,88815eda4cba0ec139374069cc78fbe08ef2572c754049cf73121167e1fa06b6,development_candidate; archive_file=Instant_Pot_Risotto_with_Shrimp_-_Shrewsbury_Community_Cookbook.mp4
pressure-029,Pressure Cooker,Cheap and Easy - Instant Pot Whole Chicken - Cooking Made Easy with June,Internet Archive,https://archive.org/details/sf17ut-Cheap_and_Easy_-_Instant_Pot_Whole_Chicken_Cooking_Made_Easy_with_June,Spanish Fork Channel 17,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/sf17ut-Cheap_and_Easy_-_Instant_Pot_Whole_Chicken_Cooking_Made_Easy_with_June,2026-07-22,1409.08,854,480,English,"pressure cooker operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,5d9f2e22564c0b3aac9e649433ad7a7233dc5bccb89dd37baeb64b0ed758903b,development_candidate; archive_file=Cheap_and_Easy_-_Instant_Pot_Whole_Chicken_Cooking_Made_Easy_with_June.mp4
pressure-030,Pressure Cooker,Geek Robocook Electric Pressure Cooker,Internet Archive,https://archive.org/details/robocook-pdf,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/robocook-pdf,2026-07-22,30,1024,576,und,"pressure cooker operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,a18c532a727e89be3ba3ba3af39b623bc2f4cfdb82cc4b2864207a190d2ebbb0,development_candidate; archive_file=robocook pdf.ia.mp4
pressure-031,Pressure Cooker,"Cook More, Effortlessly With The Big Pressure Cooker By Decent Cookware",Internet Archive,https://archive.org/details/cook-more-effortlessly-with-the-big-pressure-cooker-by-decent-cookware,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/cook-more-effortlessly-with-the-big-pressure-cooker-by-decent-cookware,2026-07-22,39.53,720,1280,und,"pressure cooker operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,19c56ee67b3f63c292a2236fcb841f0f5812949f7902aec6b271055ecbcbb51b,"development_candidate; archive_file=Cook More, Effortlessly with the Big Pressure Cooker by Decent Cookware.mp4"
printer-011,Printer,Setup Your HP Printer Model 3830 | Printer setup,Internet Archive,https://archive.org/details/hp-3830-printer-setup-hp-printer-setup-support,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/hp-3830-printer-setup-hp-printer-setup-support,2026-07-22,368.85,1280,720,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,be4aad5d2a906a0b81157435072e2ff1c857758da3ad66f81469d407f9d2d726,development_candidate; archive_file=HP 3830 Printer Setup _ HP Printer Setup Support.mp4
printer-012,Printer,HP Wireless Printer Setup Mac - HP Deskjet 3050 & Others,Internet Archive,https://archive.org/details/dailymotion-xq2rmt,docrock808,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/dailymotion-xq2rmt,2026-07-22,334.84,512,288,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,5087103583ade6103106524392dc3979c70168ae0ca60c24e4c8b20c5459e742,development_candidate; archive_file=xq2rmt.mp4
printer-013,Printer,How to Print ABS on an OPEN Printer - Warping Tips,Internet Archive,https://archive.org/details/youtube-eEOaA76WR0Q,The 3D Print General,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-eEOaA76WR0Q,2026-07-22,937.9,854,480,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,dc79edf19c82a04f933cb2a3b1c027faa645501a6d06f94a06d16feb4f7dac76,development_candidate; archive_file=eEOaA76WR0Q.mp4
printer-014,Printer,hp printer cartridge cleaning | How to clean hp printer cartridge | hp printer cartridge | in Hindi,Internet Archive,https://archive.org/details/youtube-mpo00dO4YFw,Techno Star,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-mpo00dO4YFw,2026-07-22,1218.73,854,480,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,37d4b0812de3a10893886a1d93500a0db809e793086f81dfbd9e904e9286aa5b,development_candidate; archive_file=mpo00dO4YFw.mp4
printer-015,Printer,How to install label paper in QIRUI QR-368bt AIYIN BY-368BT A70pro printer?,Internet Archive,https://archive.org/details/youtube-dba8fp-8Z2o,BEEPRT Printer,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-dba8fp-8Z2o,2026-07-22,20.08,270,480,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,014c9405c818c7a12b48b6e16de8fb6e378d64bbea098bccc7e66f7c6d46247a,development_candidate; archive_file=dba8fp-8Z2o.mp4
printer-017,Printer,Step by Step Guide to Fix Paper Jam in Printer,Internet Archive,https://archive.org/details/fix-paper-jam-in-printer,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/fix-paper-jam-in-printer,2026-07-22,50,1920,1080,eng,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,7c6a6317d46b723d1c1c0b4d0c80c8e58a5f7dabdba5abe77f9e1bf149903c03,development_candidate; archive_file=fix paper jam in printer.mp4
printer-018,Printer,Learn How To connect Printer To WiFi With Ease,Internet Archive,https://archive.org/details/learn-how-to-connect-printer-to-wifi-with-ease,Printer IT Support,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/learn-how-to-connect-printer-to-wifi-with-ease,2026-07-22,35,1920,1080,eng,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,f2ab8877b8bc353098ed0427a94923ce70eb2c302e52433f5f8f27a9ad7280d1,development_candidate; archive_file=Printer IT Support.ia.mp4
printer-019,Printer,How to Download and Install a Printer Driver,Internet Archive,https://archive.org/details/youtube-Qmkg1tA0BBI,Samsung Tomorrow,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-Qmkg1tA0BBI,2026-07-22,162.68,640,360,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,f5f277bd6bec02aa66a831d57d10a07db6c8254635d04cdbf2dcaebc75555f97,development_candidate; archive_file=Qmkg1tA0BBI.mp4
printer-020,Printer,How to Fix (Reset) Canon Printer Error Code 5B00,Internet Archive,https://archive.org/details/youtube-2wo_suktXOE,yelnats,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-2wo_suktXOE,2026-07-22,110.33,854,480,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,4f939afe9269c8786c8e8271bf64c70ee6a282249f286e7f22f25ba436916676,development_candidate; archive_file=2wo_suktXOE.mp4
printer-021,Printer,Canon Printer E03 OR P03 error problem solve 100 % || Canon Printer Paper Jam Error Problem fix,Internet Archive,https://archive.org/details/youtube-7_cXhCq-qeQ,Surajit Printer Point,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-7_cXhCq-qeQ,2026-07-22,259.52,910,480,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,c624ea68a368f3a9b0d061d0f91e2ed4755eec3ad601cec9dc5395c7da4a6a4b,development_candidate; archive_file=7_cXhCq-qeQ.mp4
printer-023,Printer,How To Install Hewlett Packard Printer Without CD,Internet Archive,https://archive.org/details/how-to-install-hewlett-packard-printer-without-cd,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/how-to-install-hewlett-packard-printer-without-cd,2026-07-22,1229.66,1280,720,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,d97e3363cd52b18b73dbd0fb007ea519e2d8de8e0949656889195871a6783e47,development_candidate; archive_file=How to Install Hewlett Packard Printer Without CD.mp4
printer-024,Printer,How to Clean Epson Block Head on Epson L805/L800 Printer detail information,Internet Archive,https://archive.org/details/youtube-UEK4yY1NcEc,TECHNICAL JASIS,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-UEK4yY1NcEc,2026-07-22,848.43,854,470,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,a4c47126da2173b65773e60a754dd65d9be5033b5270f6ab99d97d40c52dece5,development_candidate; archive_file=UEK4yY1NcEc.mp4
printer-025,Printer,How To Resolve HP Printer Fuser Error,Internet Archive,https://archive.org/details/how-to-resolve-hp-printer-fuser-error,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/how-to-resolve-hp-printer-fuser-error,2026-07-22,20.02,3840,2160,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,c6e3d0da905a62bf25f48852e7c5052f69e93d6763b405d2bffbf0a8854decda,development_candidate; archive_file=How to Resolve HP Printer Fuser Error.mp4
printer-026,Printer,How to add a network printer in Windows 7,Internet Archive,https://archive.org/details/corccav-How_to_add_a_network_printer_in_Windows_7,ranchocucamonga,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/corccav-How_to_add_a_network_printer_in_Windows_7,2026-07-22,145.33,640,480,English,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,5801b8a8f1cec11bd729084f186607118e5af1715792cc86a6d582b37ec197d3,development_candidate; archive_file=How_to_add_a_network_printer_in_Windows_7.mp4
printer-027,Printer,How to add a printer to a Mac,Internet Archive,https://archive.org/details/cwuwa-How_to_add_a_printer_to_a_Mac,Central Washington University,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/cwuwa-How_to_add_a_printer_to_a_Mac,2026-07-22,238.73,854,480,English,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,c3a00597f545ebadc0ed1387e0e19e59d6b5bc16f11c59bdddc2c37bba6be801,development_candidate; archive_file=How_to_add_a_printer_to_a_Mac.mp4
