record_id,product_class,title,source_platform,candidate_split,local_path,source_sha256,receipt_sha256,bytes,duration_seconds,fps,width,height,video_codec,audio_present,sample_frame_paths,sample_frame_count,duplicate_of,technical_decision,technical_reasons,content_decision,content_reason,screened_at
vacuum-017,Vacuum,Alabama Rally Against Injustice protest in Hoover 6-6-20.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-017.webm,c3a338caae9912fda30b240ca140d2c96832f7d5cfa8ad3952512dbea55ff0b2,c3a338caae9912fda30b240ca140d2c96832f7d5cfa8ad3952512dbea55ff0b2,18172672,105.930,29.97,854,480,vp9,yes,data_video/review/candidate_frames/vacuum-017/sample_01.jpg|data_video/review/candidate_frames/vacuum-017/sample_02.jpg|data_video/review/candidate_frames/vacuum-017/sample_03.jpg|data_video/review/candidate_frames/vacuum-017/sample_04.jpg|data_video/review/candidate_frames/vacuum-017/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:55:19.285895+00:00
vacuum-018,Vacuum,Vacuum Cannon.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-018.webm,2cc0a1c28c1e0ae2c77f5c8e25ad8d7404a8fb52a13037f0a9201b8876660e15,2cc0a1c28c1e0ae2c77f5c8e25ad8d7404a8fb52a13037f0a9201b8876660e15,1018346,22.880,20.0,854,480,vp9,yes,data_video/review/candidate_frames/vacuum-018/sample_01.jpg|data_video/review/candidate_frames/vacuum-018/sample_02.jpg|data_video/review/candidate_frames/vacuum-018/sample_03.jpg|data_video/review/candidate_frames/vacuum-018/sample_04.jpg|data_video/review/candidate_frames/vacuum-018/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:55:23.023926+00:00
vacuum-019,Vacuum,Hoover Grandchildren Playing Outside (31-MP-613).webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-019.webm,e1fc6f5cec520beaabc841a190d2cfe77919f6dd5cd2c506dfb606531e5ae792,e1fc6f5cec520beaabc841a190d2cfe77919f6dd5cd2c506dfb606531e5ae792,5229956,138.290,23.98,720,480,vp9,yes,data_video/review/candidate_frames/vacuum-019/sample_01.jpg|data_video/review/candidate_frames/vacuum-019/sample_02.jpg|data_video/review/candidate_frames/vacuum-019/sample_03.jpg|data_video/review/candidate_frames/vacuum-019/sample_04.jpg|data_video/review/candidate_frames/vacuum-019/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:55:25.380460+00:00
vacuum-020,Vacuum,Interview with Nan Hoover by Willem van Weelden.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-020.webm,14f1c00f91e662d0c4efaf016c62ce2acaffdb577013d80cf369fbedd0042ff8,14f1c00f91e662d0c4efaf016c62ce2acaffdb577013d80cf369fbedd0042ff8,128504538,1367.040,25.0,640,480,vp9,yes,data_video/review/candidate_frames/vacuum-020/sample_01.jpg|data_video/review/candidate_frames/vacuum-020/sample_02.jpg|data_video/review/candidate_frames/vacuum-020/sample_03.jpg|data_video/review/candidate_frames/vacuum-020/sample_04.jpg|data_video/review/candidate_frames/vacuum-020/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:55:29.767838+00:00
vacuum-021,Vacuum,Observation-of-Live-Ticks-(Haemaphysalis-flava)-by-Scanning-Electron-Microscopy-under-High-Vacuum-pone.0032676.s002.ogv,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-021.webm,9a9718806713229cc097ba26f26a88a22972669d4be0d12074b4b4af613a71ea,9a9718806713229cc097ba26f26a88a22972669d4be0d12074b4b4af613a71ea,6036687,92.070,29.97,640,480,vp9,yes,data_video/review/candidate_frames/vacuum-021/sample_01.jpg|data_video/review/candidate_frames/vacuum-021/sample_02.jpg|data_video/review/candidate_frames/vacuum-021/sample_03.jpg|data_video/review/candidate_frames/vacuum-021/sample_04.jpg|data_video/review/candidate_frames/vacuum-021/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:55:32.809233+00:00
vacuum-022,Vacuum,Rodin coil - 120 vac = Flying magnets... separating neodymium magnets via Rodin coil (TEST12).webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-022.webm,b1dd3036c723289c06c5af0e5ba81fb96aaff5cf85bc508a70f033d243020bbe,b1dd3036c723289c06c5af0e5ba81fb96aaff5cf85bc508a70f033d243020bbe,122309542,599.950,29.97,640,480,vp8,yes,data_video/review/candidate_frames/vacuum-022/sample_01.jpg|data_video/review/candidate_frames/vacuum-022/sample_02.jpg|data_video/review/candidate_frames/vacuum-022/sample_03.jpg|data_video/review/candidate_frames/vacuum-022/sample_04.jpg|data_video/review/candidate_frames/vacuum-022/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:55:35.497190+00:00
vacuum-024,Vacuum,Vacuum fluctuations revealed through spontaneous parametric down-conversion.ogv,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-024.webm,15128f6b695cd5e7d79eb1dfb2ebd4551a9df6637f0da8d9513f6fff74dc5e9d,15128f6b695cd5e7d79eb1dfb2ebd4551a9df6637f0da8d9513f6fff74dc5e9d,423768,8.140,29.97,854,480,vp9,yes,data_video/review/candidate_frames/vacuum-024/sample_01.jpg|data_video/review/candidate_frames/vacuum-024/sample_02.jpg|data_video/review/candidate_frames/vacuum-024/sample_03.jpg|data_video/review/candidate_frames/vacuum-024/sample_04.jpg|data_video/review/candidate_frames/vacuum-024/sample_05.jpg,5,,fail,file_too_small,not_reviewed,,2026-07-21T10:55:38.711388+00:00
vacuum-025,Vacuum,Herbert Hoover video montage.ogv,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-025.webm,e7fadad1ce65577edbd7218cadd0c3d1ec795d06b8941490956d63779d104e7a,e7fadad1ce65577edbd7218cadd0c3d1ec795d06b8941490956d63779d104e7a,1074375,21.560,29.97,320,240,vp9,yes,data_video/review/candidate_frames/vacuum-025/sample_01.jpg|data_video/review/candidate_frames/vacuum-025/sample_02.jpg|data_video/review/candidate_frames/vacuum-025/sample_03.jpg|data_video/review/candidate_frames/vacuum-025/sample_04.jpg|data_video/review/candidate_frames/vacuum-025/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:55:40.612074+00:00
vacuum-026,Vacuum,Vacuum Packaging Machine.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-026.webm,89dba7337966aaae9d8cf4293aa99ad5aca73676e175d1cf5db570660231c9e0,89dba7337966aaae9d8cf4293aa99ad5aca73676e175d1cf5db570660231c9e0,15164916,83.180,29.97,640,360,vp8,no,data_video/review/candidate_frames/vacuum-026/sample_01.jpg|data_video/review/candidate_frames/vacuum-026/sample_02.jpg|data_video/review/candidate_frames/vacuum-026/sample_03.jpg|data_video/review/candidate_frames/vacuum-026/sample_04.jpg|data_video/review/candidate_frames/vacuum-026/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:55:42.623678+00:00
washing-004,Washing Machine,Armenian Sign Language (ArSL) - լվացքի մեքենա - washing machine.webm,Wikimedia Commons,source_disjoint_test_candidate,data_video/raw/candidate_sources/washing-004.webm,965abdb2e3e3c90693c751715094b1a4e3c01165a0ac7521c385104f99fa159f,965abdb2e3e3c90693c751715094b1a4e3c01165a0ac7521c385104f99fa159f,244543,6.240,25.0,854,480,vp9,no,data_video/review/candidate_frames/washing-004/sample_01.jpg|data_video/review/candidate_frames/washing-004/sample_02.jpg|data_video/review/candidate_frames/washing-004/sample_03.jpg|data_video/review/candidate_frames/washing-004/sample_04.jpg|data_video/review/candidate_frames/washing-004/sample_05.jpg,5,,fail,file_too_small,not_reviewed,,2026-07-21T10:55:45.537413+00:00
washing-005,Washing Machine,Bauerntag im Freilichtmuseum Roscheider Hof 2016.webm,Wikimedia Commons,source_disjoint_test_candidate,data_video/raw/candidate_sources/washing-005.webm,579b0cba8eda4052e334ef29e2e90fb073b45846aaa45b409d98e9ce7b780753,579b0cba8eda4052e334ef29e2e90fb073b45846aaa45b409d98e9ce7b780753,52962103,314.380,25.0,854,480,vp9,yes,data_video/review/candidate_frames/washing-005/sample_01.jpg|data_video/review/candidate_frames/washing-005/sample_02.jpg|data_video/review/candidate_frames/washing-005/sample_03.jpg|data_video/review/candidate_frames/washing-005/sample_04.jpg|data_video/review/candidate_frames/washing-005/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:55:49.044128+00:00
washing-006,Washing Machine,Crouzet 82432 Timer Motor.webm,Wikimedia Commons,source_disjoint_test_candidate,data_video/raw/candidate_sources/washing-006.webm,bd08829d36c2bdf7e1ce2e91077cfade5346fb4650bec467d5f174533bfbc7bf,bd08829d36c2bdf7e1ce2e91077cfade5346fb4650bec467d5f174533bfbc7bf,1171873,28.440,25.0,854,480,vp9,no,data_video/review/candidate_frames/washing-006/sample_01.jpg|data_video/review/candidate_frames/washing-006/sample_02.jpg|data_video/review/candidate_frames/washing-006/sample_03.jpg|data_video/review/candidate_frames/washing-006/sample_04.jpg|data_video/review/candidate_frames/washing-006/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:55:52.703363+00:00
washing-007,Washing Machine,Wringer washer.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-007.webm,2ed76f9afda46c6202dd06e9e1e6a7f24148098a41f091f0cb0f69d54b02f14a,2ed76f9afda46c6202dd06e9e1e6a7f24148098a41f091f0cb0f69d54b02f14a,836365,7.870,30.0,854,480,vp9,no,data_video/review/candidate_frames/washing-007/sample_01.jpg|data_video/review/candidate_frames/washing-007/sample_02.jpg|data_video/review/candidate_frames/washing-007/sample_03.jpg|data_video/review/candidate_frames/washing-007/sample_04.jpg|data_video/review/candidate_frames/washing-007/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:55:55.979832+00:00
washing-008,Washing Machine,A white washing machine manufactured by Husqvarna in the 1990s.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-008.webm,cff98dd6b4a88a329f684482202fa4502d71377fcfe1beb2e3b97e8f641962e0,cff98dd6b4a88a329f684482202fa4502d71377fcfe1beb2e3b97e8f641962e0,1307735,56.650,29.97,270,480,vp9,yes,data_video/review/candidate_frames/washing-008/sample_01.jpg|data_video/review/candidate_frames/washing-008/sample_02.jpg|data_video/review/candidate_frames/washing-008/sample_03.jpg|data_video/review/candidate_frames/washing-008/sample_04.jpg|data_video/review/candidate_frames/washing-008/sample_05.jpg,5,,fail,resolution_too_low,not_reviewed,,2026-07-21T10:55:58.455135+00:00
washing-009,Washing Machine,Aerra's Films of the Ordinary XV -- Washing machine pythagorean cup.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-009.webm,57acc9451dee2abb86548f4a70169ead87f439d21fdc261624ebb43a8b3f185a,57acc9451dee2abb86548f4a70169ead87f439d21fdc261624ebb43a8b3f185a,2166944,30.450,29.97,854,480,vp9,yes,data_video/review/candidate_frames/washing-009/sample_01.jpg|data_video/review/candidate_frames/washing-009/sample_02.jpg|data_video/review/candidate_frames/washing-009/sample_03.jpg|data_video/review/candidate_frames/washing-009/sample_04.jpg|data_video/review/candidate_frames/washing-009/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:56:01.852753+00:00
washing-010,Washing Machine,The Dancing Washing Machine from Videocon India.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-010.webm,1e15310a1356b3ff702a6fdd64a5207b3fca9c08dfb3328f69aede047ab7a846,1e15310a1356b3ff702a6fdd64a5207b3fca9c08dfb3328f69aede047ab7a846,50073866,293.860,30.0,854,480,vp9,yes,data_video/review/candidate_frames/washing-010/sample_01.jpg|data_video/review/candidate_frames/washing-010/sample_02.jpg|data_video/review/candidate_frames/washing-010/sample_03.jpg|data_video/review/candidate_frames/washing-010/sample_04.jpg|data_video/review/candidate_frames/washing-010/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:56:07.019003+00:00
washing-011,Washing Machine,Crazy Asko washing machine.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-011.webm,78ef45c531c29fee6fe564a91afe7a16043703710ceff3429beb2208e343e06e,78ef45c531c29fee6fe564a91afe7a16043703710ceff3429beb2208e343e06e,8391559,102.570,29.97,854,480,vp8,yes,data_video/review/candidate_frames/washing-011/sample_01.jpg|data_video/review/candidate_frames/washing-011/sample_02.jpg|data_video/review/candidate_frames/washing-011/sample_03.jpg|data_video/review/candidate_frames/washing-011/sample_04.jpg|data_video/review/candidate_frames/washing-011/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:56:09.466747+00:00
washing-012,Washing Machine,Rhof-histWaschmaschine.ogv,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-012.webm,edf165ef2ea1e99bdaff07e9fbbc9e99f8fe17aaa5539e55a26b971f579ea811,edf165ef2ea1e99bdaff07e9fbbc9e99f8fe17aaa5539e55a26b971f579ea811,3463064,66.290,25.0,312,240,vp9,yes,data_video/review/candidate_frames/washing-012/sample_01.jpg|data_video/review/candidate_frames/washing-012/sample_02.jpg|data_video/review/candidate_frames/washing-012/sample_03.jpg|data_video/review/candidate_frames/washing-012/sample_04.jpg|data_video/review/candidate_frames/washing-012/sample_05.jpg,5,,fail,resolution_too_low,not_reviewed,,2026-07-21T10:56:12.359536+00:00
washing-013,Washing Machine,Episode 26 - Sidekick - KEEP IT WEIRD.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-013.webm,5c079d643ef8665a643d0dc8c1f478787216b1164063031c386fd53dadd8d0f5,5c079d643ef8665a643d0dc8c1f478787216b1164063031c386fd53dadd8d0f5,121188783,1358.170,29.97,854,480,vp9,yes,data_video/review/candidate_frames/washing-013/sample_01.jpg|data_video/review/candidate_frames/washing-013/sample_02.jpg|data_video/review/candidate_frames/washing-013/sample_03.jpg|data_video/review/candidate_frames/washing-013/sample_04.jpg|data_video/review/candidate_frames/washing-013/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:56:16.605165+00:00
washing-014,Washing Machine,20160916-AMS-LSC-9001 USDA Farmers Market and Ocean Spray Cooperative Cranberry Bog Harvest.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-014.webm,ee9d539547b80245ca83f49626fea540c7e9bd88712552256ee8aaa2555a2c12,ee9d539547b80245ca83f49626fea540c7e9bd88712552256ee8aaa2555a2c12,8332128,64.660,29.97,854,480,vp9,yes,data_video/review/candidate_frames/washing-014/sample_01.jpg|data_video/review/candidate_frames/washing-014/sample_02.jpg|data_video/review/candidate_frames/washing-014/sample_03.jpg|data_video/review/candidate_frames/washing-014/sample_04.jpg|data_video/review/candidate_frames/washing-014/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:56:20.946921+00:00
washing-015,Washing Machine,Police K9 Catches His First Suspect & Makes Him Scream In Pain!.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-015.webm,6f93f9570d9dba7d73656322e7541fa706fa499b7044d465e3132fbfa48556b4,6f93f9570d9dba7d73656322e7541fa706fa499b7044d465e3132fbfa48556b4,21985318,128.050,29.97,854,480,vp9,yes,data_video/review/candidate_frames/washing-015/sample_01.jpg|data_video/review/candidate_frames/washing-015/sample_02.jpg|data_video/review/candidate_frames/washing-015/sample_03.jpg|data_video/review/candidate_frames/washing-015/sample_04.jpg|data_video/review/candidate_frames/washing-015/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:56:26.734572+00:00
washing-016,Washing Machine,The Paneless Window Washer (1937).webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-016.webm,f452710327de0d5eff344c78933281898810389a7a2e0bea675b4c178687198b,f452710327de0d5eff344c78933281898810389a7a2e0bea675b4c178687198b,40379215,369.610,23.98,656,480,vp9,yes,data_video/review/candidate_frames/washing-016/sample_01.jpg|data_video/review/candidate_frames/washing-016/sample_02.jpg|data_video/review/candidate_frames/washing-016/sample_03.jpg|data_video/review/candidate_frames/washing-016/sample_04.jpg|data_video/review/candidate_frames/washing-016/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:56:29.770705+00:00
washing-017,Washing Machine,Wuppertal - Zoo - Loxodonta africana 04 (1) ies.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-017.webm,bc2b331e23482f6693e984829d41ec77a7b9c3d77a19d5416a21f59904c92df4,bc2b331e23482f6693e984829d41ec77a7b9c3d77a19d5416a21f59904c92df4,18950517,132.280,25.0,854,480,vp9,yes,data_video/review/candidate_frames/washing-017/sample_01.jpg|data_video/review/candidate_frames/washing-017/sample_02.jpg|data_video/review/candidate_frames/washing-017/sample_03.jpg|data_video/review/candidate_frames/washing-017/sample_04.jpg|data_video/review/candidate_frames/washing-017/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:56:34.830102+00:00
washing-018,Washing Machine,Controlling-the-motion-of-multiple-objects-on-a-Chladni-plate-ncomms12764-s5.ogv,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-018.webm,ade5c0ce8631f0eef9b9a8342ce9b155926f64ae02d3b4950a0a645cb905013a,ade5c0ce8631f0eef9b9a8342ce9b155926f64ae02d3b4950a0a645cb905013a,4429289,59.780,50.0,854,480,vp9,no,data_video/review/candidate_frames/washing-018/sample_01.jpg|data_video/review/candidate_frames/washing-018/sample_02.jpg|data_video/review/candidate_frames/washing-018/sample_03.jpg|data_video/review/candidate_frames/washing-018/sample_04.jpg|data_video/review/candidate_frames/washing-018/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:56:38.359373+00:00
washing-019,Washing Machine,Kärcher K3.550 pressure washing using a Dirtblaster wand attachment.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-019.webm,0ef79a9425cbd909855b95ee46dabed170867607872aad087dde92ea0464d733,0ef79a9425cbd909855b95ee46dabed170867607872aad087dde92ea0464d733,13635775,109.840,29.97,854,480,vp9,yes,data_video/review/candidate_frames/washing-019/sample_01.jpg|data_video/review/candidate_frames/washing-019/sample_02.jpg|data_video/review/candidate_frames/washing-019/sample_03.jpg|data_video/review/candidate_frames/washing-019/sample_04.jpg|data_video/review/candidate_frames/washing-019/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:56:44.176907+00:00
washing-020,Washing Machine,Parts washer.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-020.webm,d3c6fbdbbd77d656087a862cde53c14ff3084022c093045636a072b95e644438,d3c6fbdbbd77d656087a862cde53c14ff3084022c093045636a072b95e644438,1491057,18.670,30.0,270,480,vp9,yes,data_video/review/candidate_frames/washing-020/sample_01.jpg|data_video/review/candidate_frames/washing-020/sample_02.jpg|data_video/review/candidate_frames/washing-020/sample_03.jpg|data_video/review/candidate_frames/washing-020/sample_04.jpg|data_video/review/candidate_frames/washing-020/sample_05.jpg,5,,fail,resolution_too_low,not_reviewed,,2026-07-21T10:56:47.976571+00:00
washing-021,Washing Machine,Pressure washer rotary attachment in slow motion.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-021.webm,93cd2f749141ff954fd73d48c75da866373bd91df2d9c8c62c032348597ae1b5,93cd2f749141ff954fd73d48c75da866373bd91df2d9c8c62c032348597ae1b5,6012610,91.730,29.97,854,480,vp9,no,data_video/review/candidate_frames/washing-021/sample_01.jpg|data_video/review/candidate_frames/washing-021/sample_02.jpg|data_video/review/candidate_frames/washing-021/sample_03.jpg|data_video/review/candidate_frames/washing-021/sample_04.jpg|data_video/review/candidate_frames/washing-021/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:56:50.245315+00:00
washing-022,Washing Machine,Pressure washing screamer.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-022.webm,92e0e186067cf76bb8ff62abe6f03b371efb71f23adcf17b0c7c316894e284f7,92e0e186067cf76bb8ff62abe6f03b371efb71f23adcf17b0c7c316894e284f7,4161552,36.440,29.97,854,480,vp9,yes,data_video/review/candidate_frames/washing-022/sample_01.jpg|data_video/review/candidate_frames/washing-022/sample_02.jpg|data_video/review/candidate_frames/washing-022/sample_03.jpg|data_video/review/candidate_frames/washing-022/sample_04.jpg|data_video/review/candidate_frames/washing-022/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:56:54.405098+00:00
washing-023,Washing Machine,Skoda Yeti.ogv,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-023.webm,db1a8d63a633c05182e5da77dc17f9dc997289780091ef77f495d5362187a8a5,db1a8d63a633c05182e5da77dc17f9dc997289780091ef77f495d5362187a8a5,610342,3.740,25.0,854,480,vp9,yes,data_video/review/candidate_frames/washing-023/sample_01.jpg|data_video/review/candidate_frames/washing-023/sample_02.jpg|data_video/review/candidate_frames/washing-023/sample_03.jpg|data_video/review/candidate_frames/washing-023/sample_04.jpg|data_video/review/candidate_frames/washing-023/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:56:57.618022+00:00
washing-024,Washing Machine,""" LEATHERNECKS ON PARADE "" 1942 UNITED STATES MARINE CORPS & JOE E. BROWN PROMO GG13165.webm",Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-024.webm,f581b1989376bf657aac6f19b6d20e0939bc54d4a9486f3d356f204ab296776f,f581b1989376bf657aac6f19b6d20e0939bc54d4a9486f3d356f204ab296776f,52453390,700.790,23.98,854,480,av1,yes,data_video/review/candidate_frames/washing-024/sample_01.jpg|data_video/review/candidate_frames/washing-024/sample_02.jpg|data_video/review/candidate_frames/washing-024/sample_03.jpg|data_video/review/candidate_frames/washing-024/sample_04.jpg|data_video/review/candidate_frames/washing-024/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:57:02.240804+00:00
washing-025,Washing Machine,About Fallout (1963).webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-025.webm,c21480d0eaec1eb03d3e5ccee77941d38226bf80dfb1cbf712ae790345c964d6,c21480d0eaec1eb03d3e5ccee77941d38226bf80dfb1cbf712ae790345c964d6,196878817,1413.380,29.97,352,480,vp8,yes,data_video/review/candidate_frames/washing-025/sample_01.jpg|data_video/review/candidate_frames/washing-025/sample_02.jpg|data_video/review/candidate_frames/washing-025/sample_03.jpg|data_video/review/candidate_frames/washing-025/sample_04.jpg|data_video/review/candidate_frames/washing-025/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:57:05.470859+00:00
washing-026,Washing Machine,Mining and Preparation of Anthracite Coal.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-026.webm,535ec70ae78ece2b433e2668e6073efacead3de5c25f6378e724e5512c388fa5,535ec70ae78ece2b433e2668e6073efacead3de5c25f6378e724e5512c388fa5,192871511,534.540,29.97,640,480,vp9,yes,data_video/review/candidate_frames/washing-026/sample_01.jpg|data_video/review/candidate_frames/washing-026/sample_02.jpg|data_video/review/candidate_frames/washing-026/sample_03.jpg|data_video/review/candidate_frames/washing-026/sample_04.jpg|data_video/review/candidate_frames/washing-026/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:57:12.640071+00:00
washing-027,Washing Machine,SPINNING SLINKY - Punjabi.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/washing-027.webm,14dea22f9504719dc97d4477136444407637954dbddbdbd6b5905768f2ff2139,14dea22f9504719dc97d4477136444407637954dbddbdbd6b5905768f2ff2139,9715421,221.940,25.0,640,480,vp9,yes,data_video/review/candidate_frames/washing-027/sample_01.jpg|data_video/review/candidate_frames/washing-027/sample_02.jpg|data_video/review/candidate_frames/washing-027/sample_03.jpg|data_video/review/candidate_frames/washing-027/sample_04.jpg|data_video/review/candidate_frames/washing-027/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:57:15.021100+00:00
