segment_id,record_id,start_seconds,end_seconds,text,language,language_probability,avg_log_probability,no_speech_probability,compression_ratio,words_json,model
camera-001-asr-0014,camera-001,82.580,87.300,pixel in an XY grid. But that presents a problem. Here's what goes wrong. After,en,0.997070,-0.089596,0.021606,1.759740,"[{""start"":82.58,""end"":82.92,""word"":"" pixel"",""probability"":0.844727},{""start"":82.92,""end"":83.28,""word"":"" in"",""probability"":0.98584},{""start"":83.28,""end"":83.38,""word"":"" an"",""probability"":0.943848},{""start"":83.38,""end"":83.62,""word"":"" XY"",""probability"":0.675781},{""start"":83.62,""end"":83.9,""word"":"" grid."",""probability"":0.969238},{""start"":84.14,""end"":84.58,""word"":"" But"",""probability"":0.991699},{""start"":84.58,""end"":84.72,""word"":"" that"",""probability"":0.976562},{""start"":84.72,""end"":84.94,""word"":"" presents"",""probability"":0.996582},{""start"":84.94,""end"":85.08,""word"":"" a"",""probability"":0.992188},{""start"":85.08,""end"":85.34,""word"":"" problem."",""probability"":0.999023},{""start"":85.6,""end"":86.12,""word"":"" Here's"",""probability"":0.97998},{""start"":86.12,""end"":86.24,""word"":"" what"",""probability"":0.996582},{""start"":86.24,""end"":86.38,""word"":"" goes"",""probability"":0.996094},{""start"":86.38,""end"":86.64,""word"":"" wrong."",""probability"":0.999512},{""start"":86.86,""end"":87.3,""word"":"" After"",""probability"":0.99707}]",large-v3
camera-001-asr-0015,camera-001,87.300,90.900,"exposing the grid to light, we can use these wires to read the information",en,0.997070,-0.089596,0.021606,1.759740,"[{""start"":87.3,""end"":87.78,""word"":"" exposing"",""probability"":0.999023},{""start"":87.78,""end"":88.06,""word"":"" the"",""probability"":0.997559},{""start"":88.06,""end"":88.22,""word"":"" grid"",""probability"":0.991699},{""start"":88.22,""end"":88.34,""word"":"" to"",""probability"":0.982422},{""start"":88.34,""end"":88.5,""word"":"" light,"",""probability"":0.993164},{""start"":88.64,""end"":88.82,""word"":"" we"",""probability"":0.99707},{""start"":88.82,""end"":88.98,""word"":"" can"",""probability"":0.994629},{""start"":88.98,""end"":89.28,""word"":"" use"",""probability"":0.998047},{""start"":89.28,""end"":89.48,""word"":"" these"",""probability"":0.991699},{""start"":89.48,""end"":89.78,""word"":"" wires"",""probability"":0.998047},{""start"":89.78,""end"":89.98,""word"":"" to"",""probability"":0.998535},{""start"":89.98,""end"":90.28,""word"":"" read"",""probability"":0.994141},{""start"":90.28,""end"":90.42,""word"":"" the"",""probability"":0.984375},{""start"":90.42,""end"":90.9,""word"":"" information"",""probability"":0.999023}]",large-v3
camera-001-asr-0016,camera-001,90.900,95.360,"pixel by pixel, measuring the charge on each section of the grid. This makes",en,0.997070,-0.089596,0.021606,1.759740,"[{""start"":90.9,""end"":91.48,""word"":"" pixel"",""probability"":0.896484},{""start"":91.48,""end"":91.74,""word"":"" by"",""probability"":0.870605},{""start"":91.74,""end"":92.08,""word"":"" pixel,"",""probability"":1.0},{""start"":92.24,""end"":92.74,""word"":"" measuring"",""probability"":0.998535},{""start"":92.74,""end"":92.96,""word"":"" the"",""probability"":0.998535},{""start"":92.96,""end"":93.3,""word"":"" charge"",""probability"":0.997559},{""start"":93.3,""end"":93.46,""word"":"" on"",""probability"":0.862305},{""start"":93.46,""end"":93.66,""word"":"" each"",""probability"":0.999023},{""start"":93.66,""end"":94.02,""word"":"" section"",""probability"":0.998047},{""start"":94.02,""end"":94.26,""word"":"" of"",""probability"":0.995605},{""start"":94.26,""end"":94.28,""word"":"" the"",""probability"":0.997559},{""start"":94.28,""end"":94.48,""word"":"" grid."",""probability"":0.999512},{""start"":94.74,""end"":95.18,""word"":"" This"",""probability"":0.99707},{""start"":95.18,""end"":95.36,""word"":"" makes"",""probability"":0.994629}]",large-v3
camera-001-asr-0017,camera-001,95.360,98.880,"sense in principle, except all of the pixels and their electronic components",en,0.997070,-0.089596,0.021606,1.759740,"[{""start"":95.36,""end"":95.56,""word"":"" sense"",""probability"":0.998535},{""start"":95.56,""end"":95.68,""word"":"" in"",""probability"":0.981445},{""start"":95.68,""end"":96.02,""word"":"" principle,"",""probability"":0.979004},{""start"":96.18,""end"":96.56,""word"":"" except"",""probability"":0.998535},{""start"":96.56,""end"":96.92,""word"":"" all"",""probability"":0.961426},{""start"":96.92,""end"":97.12,""word"":"" of"",""probability"":0.916992},{""start"":97.12,""end"":97.2,""word"":"" the"",""probability"":0.998535},{""start"":97.2,""end"":97.56,""word"":"" pixels"",""probability"":0.996094},{""start"":97.56,""end"":97.76,""word"":"" and"",""probability"":0.84668},{""start"":97.76,""end"":97.9,""word"":"" their"",""probability"":0.995117},{""start"":97.9,""end"":98.28,""word"":"" electronic"",""probability"":0.995117},{""start"":98.28,""end"":98.88,""word"":"" components"",""probability"":0.99707}]",large-v3
camera-001-asr-0018,camera-001,98.880,103.320,leak a small bit of charge that distorts the charge coming from each pixel and,en,0.997070,-0.089596,0.021606,1.759740,"[{""start"":98.88,""end"":99.16,""word"":"" leak"",""probability"":0.99707},{""start"":99.16,""end"":99.3,""word"":"" a"",""probability"":0.997559},{""start"":99.3,""end"":99.66,""word"":"" small"",""probability"":0.99707},{""start"":99.66,""end"":99.94,""word"":"" bit"",""probability"":0.997559},{""start"":99.94,""end"":100.04,""word"":"" of"",""probability"":0.999023},{""start"":100.04,""end"":100.38,""word"":"" charge"",""probability"":0.992188},{""start"":100.38,""end"":100.76,""word"":"" that"",""probability"":0.979492},{""start"":100.76,""end"":101.26,""word"":"" distorts"",""probability"":0.997314},{""start"":101.26,""end"":101.42,""word"":"" the"",""probability"":0.998535},{""start"":101.42,""end"":101.74,""word"":"" charge"",""probability"":0.995605},{""start"":101.74,""end"":102.1,""word"":"" coming"",""probability"":0.994629},{""start"":102.1,""end"":102.42,""word"":"" from"",""probability"":0.997559},{""start"":102.42,""end"":102.6,""word"":"" each"",""probability"":0.997559},{""start"":102.6,""end"":102.96,""word"":"" pixel"",""probability"":0.999512},{""start"":102.96,""end"":103.32,""word"":"" and"",""probability"":0.759766}]",large-v3
camera-001-asr-0019,camera-001,103.320,107.460,"leads to striations and patterns in the image. This distortion, called capacitive",en,0.997070,-0.089596,0.021606,1.759740,"[{""start"":103.32,""end"":103.56,""word"":"" leads"",""probability"":0.984863},{""start"":103.56,""end"":103.7,""word"":"" to"",""probability"":0.988281},{""start"":103.7,""end"":104.26,""word"":"" striations"",""probability"":0.998291},{""start"":104.26,""end"":104.48,""word"":"" and"",""probability"":0.994629},{""start"":104.48,""end"":104.84,""word"":"" patterns"",""probability"":0.997559},{""start"":104.84,""end"":105.1,""word"":"" in"",""probability"":0.990723},{""start"":105.1,""end"":105.16,""word"":"" the"",""probability"":0.998535},{""start"":105.16,""end"":105.46,""word"":"" image."",""probability"":0.998047},{""start"":105.68,""end"":106.16,""word"":"" This"",""probability"":0.996094},{""start"":106.16,""end"":106.5,""word"":"" distortion,"",""probability"":0.994629},{""start"":106.7,""end"":106.9,""word"":"" called"",""probability"":0.998535},{""start"":106.9,""end"":107.46,""word"":"" capacitive"",""probability"":0.951172}]",large-v3
camera-001-asr-0020,camera-001,107.460,112.060,"coupling, increases as the number of pixels increases. A CCD solves this",en,0.997070,-0.089596,0.021606,1.759740,"[{""start"":107.46,""end"":107.74,""word"":"" coupling,"",""probability"":0.99707},{""start"":107.9,""end"":108.46,""word"":"" increases"",""probability"":0.998047},{""start"":108.46,""end"":108.84,""word"":"" as"",""probability"":0.998047},{""start"":108.84,""end"":108.94,""word"":"" the"",""probability"":0.999512},{""start"":108.94,""end"":109.22,""word"":"" number"",""probability"":0.99707},{""start"":109.22,""end"":109.44,""word"":"" of"",""probability"":0.99707},{""start"":109.44,""end"":109.72,""word"":"" pixels"",""probability"":0.99707},{""start"":109.72,""end"":110.06,""word"":"" increases."",""probability"":0.995605},{""start"":110.5,""end"":111.02,""word"":"" A"",""probability"":0.993164},{""start"":111.02,""end"":111.5,""word"":"" CCD"",""probability"":0.993408},{""start"":111.5,""end"":111.76,""word"":"" solves"",""probability"":0.98291},{""start"":111.76,""end"":112.06,""word"":"" this"",""probability"":0.997559}]",large-v3
camera-001-asr-0021,camera-001,112.060,118.020,problem in a very simple way. The pixels have no wires attached to them. A CCD is made from,en,0.997070,-0.077599,0.010490,1.734848,"[{""start"":112.06,""end"":112.3,""word"":"" problem"",""probability"":0.681641},{""start"":112.3,""end"":112.58,""word"":"" in"",""probability"":0.987305},{""start"":112.58,""end"":112.66,""word"":"" a"",""probability"":0.993652},{""start"":112.66,""end"":112.9,""word"":"" very"",""probability"":0.97998},{""start"":112.9,""end"":113.2,""word"":"" simple"",""probability"":0.999023},{""start"":113.2,""end"":113.48,""word"":"" way."",""probability"":0.999512},{""start"":113.84,""end"":114.08,""word"":"" The"",""probability"":0.989258},{""start"":114.08,""end"":114.42,""word"":"" pixels"",""probability"":0.976074},{""start"":114.42,""end"":114.64,""word"":"" have"",""probability"":0.997559},{""start"":114.64,""end"":114.96,""word"":"" no"",""probability"":0.974609},{""start"":114.96,""end"":115.52,""word"":"" wires"",""probability"":0.996582},{""start"":115.52,""end"":115.82,""word"":"" attached"",""probability"":0.996582},{""start"":115.82,""end"":116.18,""word"":"" to"",""probability"":0.991211},{""start"":116.18,""end"":116.32,""word"":"" them."",""probability"":0.999023},{""start"":116.52,""end"":116.9,""word"":"" A"",""probability"":0.952148},{""start"":116.9,""end"":117.48,""word"":"" CCD"",""probability"":0.97583},{""start"":117.48,""end"":117.66,""word"":"" is"",""probability"":0.994629},{""start"":117.66,""end"":117.86,""word"":"" made"",""probability"":0.998047},{""start"":117.86,""end"":118.02,""word"":"" from"",""probability"":0.985352}]",large-v3
camera-001-asr-0022,camera-001,118.020,123.280,"a slab of silicon. To make each pixel within the slab, engineers create insulating sections",en,0.997070,-0.077599,0.010490,1.734848,"[{""start"":118.02,""end"":118.14,""word"":"" a"",""probability"":0.977051},{""start"":118.14,""end"":118.42,""word"":"" slab"",""probability"":0.998535},{""start"":118.42,""end"":118.58,""word"":"" of"",""probability"":0.999023},{""start"":118.58,""end"":118.8,""word"":"" silicon."",""probability"":0.915527},{""start"":119.22,""end"":119.54,""word"":"" To"",""probability"":0.997559},{""start"":119.54,""end"":119.7,""word"":"" make"",""probability"":0.998047},{""start"":119.7,""end"":119.98,""word"":"" each"",""probability"":0.997559},{""start"":119.98,""end"":120.46,""word"":"" pixel"",""probability"":0.996582},{""start"":120.46,""end"":120.72,""word"":"" within"",""probability"":0.958008},{""start"":120.72,""end"":120.9,""word"":"" the"",""probability"":0.968262},{""start"":120.9,""end"":121.16,""word"":"" slab,"",""probability"":0.999023},{""start"":121.34,""end"":121.84,""word"":"" engineers"",""probability"":0.98877},{""start"":121.84,""end"":122.28,""word"":"" create"",""probability"":0.993164},{""start"":122.28,""end"":122.94,""word"":"" insulating"",""probability"":0.993408},{""start"":122.94,""end"":123.28,""word"":"" sections"",""probability"":0.99707}]",large-v3
camera-001-asr-0023,camera-001,123.280,128.120,called channel stops. These divide the slab into rows. The surface is covered with a thin,en,0.997070,-0.077599,0.010490,1.734848,"[{""start"":123.28,""end"":123.64,""word"":"" called"",""probability"":0.906738},{""start"":123.64,""end"":124.0,""word"":"" channel"",""probability"":0.85791},{""start"":124.0,""end"":124.24,""word"":"" stops."",""probability"":0.98291},{""start"":124.54,""end"":124.76,""word"":"" These"",""probability"":0.859375},{""start"":124.76,""end"":125.08,""word"":"" divide"",""probability"":0.992188},{""start"":125.08,""end"":125.36,""word"":"" the"",""probability"":0.995117},{""start"":125.36,""end"":125.64,""word"":"" slab"",""probability"":0.993652},{""start"":125.64,""end"":125.88,""word"":"" into"",""probability"":0.990723},{""start"":125.88,""end"":126.14,""word"":"" rows."",""probability"":0.992188},{""start"":126.46,""end"":126.86,""word"":"" The"",""probability"":0.98877},{""start"":126.86,""end"":127.18,""word"":"" surface"",""probability"":0.998535},{""start"":127.18,""end"":127.36,""word"":"" is"",""probability"":0.998535},{""start"":127.36,""end"":127.56,""word"":"" covered"",""probability"":0.999023},{""start"":127.56,""end"":127.72,""word"":"" with"",""probability"":0.992188},{""start"":127.72,""end"":127.84,""word"":"" a"",""probability"":0.990234},{""start"":127.84,""end"":128.12,""word"":"" thin"",""probability"":0.99707}]",large-v3
camera-001-asr-0024,camera-001,128.120,132.660,"layer of insulating silicon dioxide, and then perpendicular to the channel stops, engineers",en,0.997070,-0.077599,0.010490,1.734848,"[{""start"":128.12,""end"":128.38,""word"":"" layer"",""probability"":0.999023},{""start"":128.38,""end"":128.56,""word"":"" of"",""probability"":0.998047},{""start"":128.56,""end"":128.98,""word"":"" insulating"",""probability"":0.991455},{""start"":128.98,""end"":129.26,""word"":"" silicon"",""probability"":0.984375},{""start"":129.26,""end"":129.6,""word"":"" dioxide,"",""probability"":0.996094},{""start"":129.98,""end"":130.38,""word"":"" and"",""probability"":0.989746},{""start"":130.38,""end"":130.46,""word"":"" then"",""probability"":0.944336},{""start"":130.46,""end"":130.92,""word"":"" perpendicular"",""probability"":0.97168},{""start"":130.92,""end"":131.4,""word"":"" to"",""probability"":0.998047},{""start"":131.4,""end"":131.46,""word"":"" the"",""probability"":0.984375},{""start"":131.46,""end"":131.7,""word"":"" channel"",""probability"":0.99707},{""start"":131.7,""end"":131.98,""word"":"" stops,"",""probability"":0.99707},{""start"":132.18,""end"":132.66,""word"":"" engineers"",""probability"":0.992676}]",large-v3
camera-001-asr-0025,camera-001,132.660,138.420,"deposit thin strips of metal, typically aluminum. Each pixel then is one section, bounded by",en,0.997070,-0.077599,0.010490,1.734848,"[{""start"":132.66,""end"":133.1,""word"":"" deposit"",""probability"":0.99707},{""start"":133.1,""end"":133.6,""word"":"" thin"",""probability"":0.996582},{""start"":133.6,""end"":134.0,""word"":"" strips"",""probability"":0.992676},{""start"":134.0,""end"":134.3,""word"":"" of"",""probability"":0.998535},{""start"":134.3,""end"":134.54,""word"":"" metal,"",""probability"":0.999023},{""start"":134.66,""end"":134.92,""word"":"" typically"",""probability"":0.99707},{""start"":134.92,""end"":135.28,""word"":"" aluminum."",""probability"":0.98584},{""start"":135.72,""end"":136.28,""word"":"" Each"",""probability"":0.998047},{""start"":136.28,""end"":136.68,""word"":"" pixel"",""probability"":0.999023},{""start"":136.68,""end"":136.86,""word"":"" then"",""probability"":0.697266},{""start"":136.86,""end"":137.12,""word"":"" is"",""probability"":0.940918},{""start"":137.12,""end"":137.38,""word"":"" one"",""probability"":0.986328},{""start"":137.38,""end"":137.82,""word"":"" section,"",""probability"":0.998047},{""start"":137.96,""end"":138.22,""word"":"" bounded"",""probability"":0.912109},{""start"":138.22,""end"":138.42,""word"":"" by"",""probability"":0.998535}]",large-v3
camera-001-asr-0026,camera-001,138.420,139.480,channel stops in aluminum.,en,0.997070,-0.087017,0.005466,1.771044,"[{""start"":138.42,""end"":138.64,""word"":"" channel"",""probability"":0.586426},{""start"":138.64,""end"":138.94,""word"":"" stops"",""probability"":0.995605},{""start"":138.94,""end"":139.26,""word"":"" in"",""probability"":0.874512},{""start"":139.26,""end"":139.48,""word"":"" aluminum."",""probability"":0.954102}]",large-v3
camera-001-asr-0027,camera-001,140.060,141.960,So now we have our grid of pixels.,en,0.997070,-0.087017,0.005466,1.771044,"[{""start"":140.06,""end"":140.36,""word"":"" So"",""probability"":0.9375},{""start"":140.36,""end"":140.78,""word"":"" now"",""probability"":0.802734},{""start"":140.78,""end"":140.98,""word"":"" we"",""probability"":0.964355},{""start"":140.98,""end"":141.2,""word"":"" have"",""probability"":0.994629},{""start"":141.2,""end"":141.34,""word"":"" our"",""probability"":0.958984},{""start"":141.34,""end"":141.58,""word"":"" grid"",""probability"":0.991699},{""start"":141.58,""end"":141.68,""word"":"" of"",""probability"":0.997559},{""start"":141.68,""end"":141.96,""word"":"" pixels."",""probability"":0.990723}]",large-v3
camera-001-asr-0028,camera-001,142.560,147.460,"Recall that when light strikes the whole array, the silicon pixels build up charge proportional",en,0.997070,-0.087017,0.005466,1.771044,"[{""start"":142.56,""end"":143.12,""word"":"" Recall"",""probability"":0.996094},{""start"":143.12,""end"":143.3,""word"":"" that"",""probability"":0.967285},{""start"":143.3,""end"":143.46,""word"":"" when"",""probability"":0.986816},{""start"":143.46,""end"":143.76,""word"":"" light"",""probability"":0.959473},{""start"":143.76,""end"":144.16,""word"":"" strikes"",""probability"":0.996582},{""start"":144.16,""end"":144.42,""word"":"" the"",""probability"":0.984375},{""start"":144.42,""end"":144.56,""word"":"" whole"",""probability"":0.964844},{""start"":144.56,""end"":144.88,""word"":"" array,"",""probability"":0.99707},{""start"":145.08,""end"":145.4,""word"":"" the"",""probability"":0.989746},{""start"":145.4,""end"":145.72,""word"":"" silicon"",""probability"":0.979492},{""start"":145.72,""end"":146.24,""word"":"" pixels"",""probability"":0.976074},{""start"":146.24,""end"":146.66,""word"":"" build"",""probability"":0.98291},{""start"":146.66,""end"":146.84,""word"":"" up"",""probability"":0.891602},{""start"":146.84,""end"":147.12,""word"":"" charge"",""probability"":0.969238},{""start"":147.12,""end"":147.46,""word"":"" proportional"",""probability"":0.969238}]",large-v3
camera-001-asr-0029,camera-001,147.460,149.440,to the intensity of the light striking them.,en,0.997070,-0.087017,0.005466,1.771044,"[{""start"":147.46,""end"":147.98,""word"":"" to"",""probability"":0.997559},{""start"":147.98,""end"":148.08,""word"":"" the"",""probability"":0.995117},{""start"":148.08,""end"":148.48,""word"":"" intensity"",""probability"":0.998047},{""start"":148.48,""end"":148.72,""word"":"" of"",""probability"":0.993164},{""start"":148.72,""end"":148.74,""word"":"" the"",""probability"":0.884277},{""start"":148.74,""end"":148.9,""word"":"" light"",""probability"":0.995117},{""start"":148.9,""end"":149.26,""word"":"" striking"",""probability"":0.998535},{""start"":149.26,""end"":149.44,""word"":"" them."",""probability"":0.991211}]",large-v3
camera-001-asr-0030,camera-001,149.700,153.320,We then have a captured image stored as charge within each pixel.,en,0.997070,-0.087017,0.005466,1.771044,"[{""start"":149.7,""end"":150.08,""word"":"" We"",""probability"":0.994629},{""start"":150.08,""end"":150.28,""word"":"" then"",""probability"":0.988281},{""start"":150.28,""end"":150.48,""word"":"" have"",""probability"":0.996094},{""start"":150.48,""end"":150.58,""word"":"" a"",""probability"":0.976562},{""start"":150.58,""end"":150.96,""word"":"" captured"",""probability"":0.990723},{""start"":150.96,""end"":151.24,""word"":"" image"",""probability"":0.994141},{""start"":151.24,""end"":151.74,""word"":"" stored"",""probability"":0.89209},{""start"":151.74,""end"":151.96,""word"":"" as"",""probability"":0.994141},{""start"":151.96,""end"":152.28,""word"":"" charge"",""probability"":0.887695},{""start"":152.28,""end"":152.52,""word"":"" within"",""probability"":0.989746},{""start"":152.52,""end"":152.9,""word"":"" each"",""probability"":0.994141},{""start"":152.9,""end"":153.32,""word"":"" pixel."",""probability"":0.999023}]",large-v3
camera-001-asr-0031,camera-001,153.600,158.520,The great innovation of the CCD was how it moved the image from the silicon array to,en,0.997070,-0.087017,0.005466,1.771044,"[{""start"":153.6,""end"":154.08,""word"":"" The"",""probability"":0.991211},{""start"":154.08,""end"":154.38,""word"":"" great"",""probability"":0.994141},{""start"":154.38,""end"":154.92,""word"":"" innovation"",""probability"":0.99707},{""start"":154.92,""end"":155.2,""word"":"" of"",""probability"":0.990234},{""start"":155.2,""end"":155.24,""word"":"" the"",""probability"":0.983887},{""start"":155.24,""end"":155.7,""word"":"" CCD"",""probability"":0.992676},{""start"":155.7,""end"":155.92,""word"":"" was"",""probability"":0.991699},{""start"":155.92,""end"":156.18,""word"":"" how"",""probability"":0.996582},{""start"":156.18,""end"":156.32,""word"":"" it"",""probability"":0.994629},{""start"":156.32,""end"":156.56,""word"":"" moved"",""probability"":0.992676},{""start"":156.56,""end"":156.68,""word"":"" the"",""probability"":0.989258},{""start"":156.68,""end"":156.94,""word"":"" image"",""probability"":0.98291},{""start"":156.94,""end"":157.32,""word"":"" from"",""probability"":0.98877},{""start"":157.32,""end"":157.48,""word"":"" the"",""probability"":0.992676},{""start"":157.48,""end"":157.68,""word"":"" silicon"",""probability"":0.980469},{""start"":157.68,""end"":158.0,""word"":"" array"",""probability"":0.995605},{""start"":158.0,""end"":158.52,""word"":"" to"",""probability"":0.984375}]",large-v3
camera-001-asr-0032,camera-001,158.520,162.100,the camera's memory system without using external wires that would distort the image.,en,0.997070,-0.087017,0.005466,1.771044,"[{""start"":158.52,""end"":158.64,""word"":"" the"",""probability"":0.994141},{""start"":158.64,""end"":159.12,""word"":"" camera's"",""probability"":0.96875},{""start"":159.12,""end"":159.32,""word"":"" memory"",""probability"":0.996582},{""start"":159.32,""end"":159.64,""word"":"" system"",""probability"":0.996582},{""start"":159.64,""end"":159.94,""word"":"" without"",""probability"":0.973633},{""start"":159.94,""end"":160.16,""word"":"" using"",""probability"":0.996094},{""start"":160.16,""end"":160.54,""word"":"" external"",""probability"":0.966797},{""start"":160.54,""end"":160.98,""word"":"" wires"",""probability"":0.995605},{""start"":160.98,""end"":161.22,""word"":"" that"",""probability"":0.983398},{""start"":161.22,""end"":161.32,""word"":"" would"",""probability"":0.988281},{""start"":161.32,""end"":161.58,""word"":"" distort"",""probability"":0.998047},{""start"":161.58,""end"":161.82,""word"":"" the"",""probability"":0.994629},{""start"":161.82,""end"":162.1,""word"":"" image."",""probability"":0.995117}]",large-v3
camera-001-asr-0033,camera-001,162.400,167.600,"The CCD shifts the charges from row to row, without wires, until they reach the bottom",en,0.997070,-0.087017,0.005466,1.771044,"[{""start"":162.4,""end"":162.8,""word"":"" The"",""probability"":0.992676},{""start"":162.8,""end"":163.32,""word"":"" CCD"",""probability"":0.999023},{""start"":163.32,""end"":163.56,""word"":"" shifts"",""probability"":0.993652},{""start"":163.56,""end"":163.84,""word"":"" the"",""probability"":0.98877},{""start"":163.84,""end"":164.18,""word"":"" charges"",""probability"":0.986328},{""start"":164.18,""end"":164.42,""word"":"" from"",""probability"":0.990723},{""start"":164.42,""end"":164.66,""word"":"" row"",""probability"":0.994629},{""start"":164.66,""end"":164.82,""word"":"" to"",""probability"":0.974121},{""start"":164.82,""end"":165.04,""word"":"" row,"",""probability"":0.999512},{""start"":165.14,""end"":165.34,""word"":"" without"",""probability"":0.99707},{""start"":165.34,""end"":165.74,""word"":"" wires,"",""probability"":0.996094},{""start"":165.98,""end"":166.44,""word"":"" until"",""probability"":0.995605},{""start"":166.44,""end"":166.66,""word"":"" they"",""probability"":0.987305},{""start"":166.66,""end"":166.92,""word"":"" reach"",""probability"":0.859375},{""start"":166.92,""end"":167.2,""word"":"" the"",""probability"":0.989746},{""start"":167.2,""end"":167.6,""word"":"" bottom"",""probability"":0.998047}]",large-v3
camera-001-asr-0034,camera-001,167.600,172.040,when a readout register transfers the charge to the camera's memory with very little distortion.,en,0.997070,-0.095820,0.003706,1.702703,"[{""start"":167.6,""end"":167.74,""word"":"" when"",""probability"":0.673828},{""start"":167.74,""end"":167.88,""word"":"" a"",""probability"":0.955566},{""start"":167.88,""end"":168.26,""word"":"" readout"",""probability"":0.905029},{""start"":168.26,""end"":168.56,""word"":"" register"",""probability"":0.989258},{""start"":168.56,""end"":169.2,""word"":"" transfers"",""probability"":0.990723},{""start"":169.2,""end"":169.44,""word"":"" the"",""probability"":0.953613},{""start"":169.44,""end"":169.72,""word"":"" charge"",""probability"":0.991699},{""start"":169.72,""end"":170.12,""word"":"" to"",""probability"":0.993164},{""start"":170.12,""end"":170.22,""word"":"" the"",""probability"":0.989258},{""start"":170.22,""end"":170.66,""word"":"" camera's"",""probability"":0.957275},{""start"":170.66,""end"":170.9,""word"":"" memory"",""probability"":0.998535},{""start"":170.9,""end"":171.14,""word"":"" with"",""probability"":0.96582},{""start"":171.14,""end"":171.44,""word"":"" very"",""probability"":0.973145},{""start"":171.44,""end"":171.64,""word"":"" little"",""probability"":0.998047},{""start"":171.64,""end"":172.04,""word"":"" distortion."",""probability"":0.994629}]",large-v3
camera-001-asr-0035,camera-001,172.400,176.080,The camera then counts the charges and constructs the image using that data.,en,0.997070,-0.095820,0.003706,1.702703,"[{""start"":172.4,""end"":172.8,""word"":"" The"",""probability"":0.992676},{""start"":172.8,""end"":173.06,""word"":"" camera"",""probability"":0.99707},{""start"":173.06,""end"":173.2,""word"":"" then"",""probability"":0.98584},{""start"":173.2,""end"":173.46,""word"":"" counts"",""probability"":0.998535},{""start"":173.46,""end"":173.56,""word"":"" the"",""probability"":0.988281},{""start"":173.56,""end"":173.86,""word"":"" charges"",""probability"":0.98877},{""start"":173.86,""end"":174.12,""word"":"" and"",""probability"":0.891113},{""start"":174.12,""end"":174.8,""word"":"" constructs"",""probability"":0.993896},{""start"":174.8,""end"":174.86,""word"":"" the"",""probability"":0.992676},{""start"":174.86,""end"":175.18,""word"":"" image"",""probability"":0.984863},{""start"":175.18,""end"":175.52,""word"":"" using"",""probability"":0.987305},{""start"":175.52,""end"":175.74,""word"":"" that"",""probability"":0.972168},{""start"":175.74,""end"":176.08,""word"":"" data."",""probability"":0.999023}]",large-v3
camera-001-asr-0036,camera-001,176.420,179.520,"Now, one last important question. How do we get color?",en,0.997070,-0.095820,0.003706,1.702703,"[{""start"":176.42,""end"":176.8,""word"":"" Now,"",""probability"":0.935547},{""start"":176.82,""end"":177.22,""word"":"" one"",""probability"":0.995117},{""start"":177.22,""end"":177.52,""word"":"" last"",""probability"":0.998047},{""start"":177.52,""end"":177.9,""word"":"" important"",""probability"":0.973633},{""start"":177.9,""end"":178.32,""word"":"" question."",""probability"":0.998047},{""start"":178.64,""end"":178.98,""word"":"" How"",""probability"":0.989746},{""start"":178.98,""end"":179.08,""word"":"" do"",""probability"":0.992188},{""start"":179.08,""end"":179.14,""word"":"" we"",""probability"":0.996582},{""start"":179.14,""end"":179.26,""word"":"" get"",""probability"":0.998535},{""start"":179.26,""end"":179.52,""word"":"" color?"",""probability"":0.98291}]",large-v3
camera-001-asr-0037,camera-001,179.780,185.640,"A CCD only detects total light intensity, which is useful for producing a black and white image.",en,0.997070,-0.095820,0.003706,1.702703,"[{""start"":179.78,""end"":180.22,""word"":"" A"",""probability"":0.990234},{""start"":180.22,""end"":180.8,""word"":"" CCD"",""probability"":0.994141},{""start"":180.8,""end"":181.2,""word"":"" only"",""probability"":0.991699},{""start"":181.2,""end"":181.88,""word"":"" detects"",""probability"":0.997803},{""start"":181.88,""end"":182.08,""word"":"" total"",""probability"":0.975586},{""start"":182.08,""end"":182.5,""word"":"" light"",""probability"":0.996582},{""start"":182.5,""end"":182.98,""word"":"" intensity,"",""probability"":0.996094},{""start"":183.18,""end"":183.58,""word"":"" which"",""probability"":0.998535},{""start"":183.58,""end"":183.7,""word"":"" is"",""probability"":0.998535},{""start"":183.7,""end"":184.1,""word"":"" useful"",""probability"":0.997559},{""start"":184.1,""end"":184.32,""word"":"" for"",""probability"":0.991211},{""start"":184.32,""end"":184.64,""word"":"" producing"",""probability"":0.998535},{""start"":184.64,""end"":184.86,""word"":"" a"",""probability"":0.992188},{""start"":184.86,""end"":185.06,""word"":"" black"",""probability"":0.987305},{""start"":185.06,""end"":185.22,""word"":"" and"",""probability"":0.763672},{""start"":185.22,""end"":185.36,""word"":"" white"",""probability"":0.999512},{""start"":185.36,""end"":185.64,""word"":"" image."",""probability"":0.998535}]",large-v3
