record_id,product_class,title,source_platform,source_page_url,creator,license_id,license_url,license_evidence_url,license_checked_at,duration_seconds,width,height,language,procedure_or_scene,relevance,commercial_use,modification,redistribution_rule,personality_or_privacy,status,status_reason,reviewer_1,reviewer_2,local_file_sha256,notes
pressure-028,Pressure Cooker,Instant Pot Risotto with Shrimp - Shrewsbury Community Cookbook,Internet Archive,https://archive.org/details/Instant_Pot_Risotto_with_Shrimp_-_Shrewsbury_Community_Cookbook,SMC,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/Instant_Pot_Risotto_with_Shrimp_-_Shrewsbury_Community_Cookbook,2026-07-22,722.44,853,480,English,"pressure cooker operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,88815eda4cba0ec139374069cc78fbe08ef2572c754049cf73121167e1fa06b6,development_candidate; archive_file=Instant_Pot_Risotto_with_Shrimp_-_Shrewsbury_Community_Cookbook.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
pressure-032,Pressure Cooker,Making a Beef Stew using a Pressure Cooker,Internet Archive,https://archive.org/details/scm-214736-usingapressurecooker,J Nelson,CC-BY-SA,https://creativecommons.org/licenses/by-sa/4.0/,https://archive.org/details/scm-214736-usingapressurecooker,2026-07-22,1679.26,640,480,eng,pressure cooker beef stew,machine_candidate,owner_authorized,owner_authorized,share-alike attribution required,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,67bf0e3e67a47e833652c82ccef3a18b5857c112a29c04c81f78cc2271b25a91,source_disjoint_test_candidate; archive_file=spiritofcooking_13_02_19.mp4; final_split=source_disjoint_test; reviewed_at=2026-07-23T06:13:41.000Z
pressure-033,Pressure Cooker,Pressure Cooking is Easy as 1 - 2 -3 with Fagor Pressure Cookers,Internet Archive,https://archive.org/details/fagor-pressure-cooker,Fagor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/fagor-pressure-cooker,2026-07-22,939.7,640,480,eng,pressure cooker setup and operation,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,82b0b03bbd100b164d99059f208450df8f8e3641542e1668ddc8da1cb4472e3d,source_disjoint_test_candidate; archive_file=Fagor Pressure Cooker.mp4; final_split=source_disjoint_test; reviewed_at=2026-07-23T06:13:41.000Z
pressure-036,Pressure Cooker,Simfonio Simpot Pressure Cooker Review,Internet Archive,https://archive.org/details/youtube-CZ7moF9ZvlA,Dave Hales,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-CZ7moF9ZvlA,2026-07-22,351.61,854,480,und,pressure cooker review and controls,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,development_candidate; archive_file=CZ7moF9ZvlA.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
pressure-037,Pressure Cooker,"The Instant Pot is a slow cooker, pressure cooker, and steamer, all in one",Internet Archive,https://archive.org/details/youtube-N-DG_bleUlg,Insider,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-N-DG_bleUlg,2026-07-22,99.44,854,480,und,electric pressure cooker functions,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,8c7a77e83ae69aa440953004cc0d48148b0732744778bc6f760f179133896719,development_candidate; archive_file=N-DG_bleUlg.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
pressure-040,Pressure Cooker,Making Butternut Pumpkin Soup with Stacey Springer,Internet Archive,https://archive.org/details/prkcitut-Making_Butternut_Pumpkin_Soup_with_Stacey_Springer,Park City Television,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/prkcitut-Making_Butternut_Pumpkin_Soup_with_Stacey_Springer,2026-07-22,668.22,854,480,English,pressure cooker soup preparation,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,3efc6a77727ef36c06c90875d0bcfcf5ef4643fac23f339d7bc7e8d635b2f8c6,development_candidate; archive_file=Making_Butternut_Pumpkin_Soup_with_Stacey_Springer.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
printer-001,Printer,Printer.ogv,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Printer.ogv,Matrobriva,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Printer.ogv,2026-07-16,33.800,384,288,en;it,inkjet printer printing a page,high,allowed,allowed,modified media must preserve compatible ShareAlike terms,none observed,accepted,Accepted by completed review gate for balanced six-class v1 freeze,Codex,,763150ad2fddda905dec386ac2db3e9e4279edf882b2629e623f927009d3dda7,Source SHA-1 9aed3d6c23a2a1cf26f785881018d284c297eb54; pre_freeze_status=provisional_accept
printer-003,Printer,"Electronica 2025, Bangalore International Exhibition Centre, 16.webm",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Electronica_2025,_Bangalore_International_Exhibition_Centre,_16.webm",Gpkp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,"https://commons.wikimedia.org/wiki/File:Electronica_2025,_Bangalore_International_Exhibition_Centre,_16.webm",2026-07-21,95.404,1920,1080,und,laser printer,machine_candidate,allowed,allowed,share-alike attribution required,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,6c2dece9f5027bb67bcf168b9cb516833b02f05c52696d07dcd43a492a9cb24f,"source_disjoint_test_candidate; variant=480p.vp9.webm; Electronica, Productronica and Laser World of Photonics India (2025), Bangalore International Exhibition Centre; final_split=development; reviewed_at=2026-07-22"
printer-006,Printer,FALHA DO CARTUCHO DE TINTA - O QUE FAZER.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:FALHA_DO_CARTUCHO_DE_TINTA_-_O_QUE_FAZER.webm,Valejet TV,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:FALHA_DO_CARTUCHO_DE_TINTA_-_O_QUE_FAZER.webm,2026-07-21,155.741,1920,1080,und,printer cartridge,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,e8e2ae0c31768243fd1d36391db1738a6c68bf9a707e0eba03ae8a8327048e25,"development_candidate; variant=480p.vp9.webm; If this message that the cartridges failed on your printer appears, your cartridge is probably burned, but with this tip today you can have the chance to recover your cartridge in a very simple and practical way. Remembering that if the process does not work you must discard the cartridge.; final_split=source_disjoint_test; reviewed_at=2026-07-22"
printer-014,Printer,hp printer cartridge cleaning | How to clean hp printer cartridge | hp printer cartridge | in Hindi,Internet Archive,https://archive.org/details/youtube-mpo00dO4YFw,Techno Star,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-mpo00dO4YFw,2026-07-22,1218.73,854,480,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,37d4b0812de3a10893886a1d93500a0db809e793086f81dfbd9e904e9286aa5b,development_candidate; archive_file=mpo00dO4YFw.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
printer-017,Printer,Step by Step Guide to Fix Paper Jam in Printer,Internet Archive,https://archive.org/details/fix-paper-jam-in-printer,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/fix-paper-jam-in-printer,2026-07-22,50,1920,1080,eng,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,7c6a6317d46b723d1c1c0b4d0c80c8e58a5f7dabdba5abe77f9e1bf149903c03,development_candidate; archive_file=fix paper jam in printer.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
printer-020,Printer,How to Fix (Reset) Canon Printer Error Code 5B00,Internet Archive,https://archive.org/details/youtube-2wo_suktXOE,yelnats,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-2wo_suktXOE,2026-07-22,110.33,854,480,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,4f939afe9269c8786c8e8271bf64c70ee6a282249f286e7f22f25ba436916676,development_candidate; archive_file=2wo_suktXOE.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
printer-021,Printer,Canon Printer E03 OR P03 error problem solve 100 % || Canon Printer Paper Jam Error Problem fix,Internet Archive,https://archive.org/details/youtube-7_cXhCq-qeQ,Surajit Printer Point,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-7_cXhCq-qeQ,2026-07-22,259.52,910,480,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,c624ea68a368f3a9b0d061d0f91e2ed4755eec3ad601cec9dc5395c7da4a6a4b,development_candidate; archive_file=7_cXhCq-qeQ.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
printer-024,Printer,How to Clean Epson Block Head on Epson L805/L800 Printer detail information,Internet Archive,https://archive.org/details/youtube-UEK4yY1NcEc,TECHNICAL JASIS,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-UEK4yY1NcEc,2026-07-22,848.43,854,470,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,a4c47126da2173b65773e60a754dd65d9be5033b5270f6ab99d97d40c52dece5,development_candidate; archive_file=UEK4yY1NcEc.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
printer-028,Printer,how to reset canon g2010 printer | Easy Without Programs!,Internet Archive,https://archive.org/details/youtube-ElnQiJlRYEI,SRC TECHNOLOGY- NEWS,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-ElnQiJlRYEI,2026-07-22,226.88,854,480,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,cfc915d07e1fcb72d74d67acbfd1510d9e5f9542315287d8086ca239bca4cd01,development_candidate; archive_file=ElnQiJlRYEI.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
printer-030,Printer,How to Scan Document or Photo from Canon G2010 Printer | Step by Step | Canon Pixma G2010 | In Hindi,Internet Archive,https://archive.org/details/youtube-10WLJY8r_Jc,SM Techno Hindi,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-10WLJY8r_Jc,2026-07-22,342.26,854,480,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,c02b950164358a6ec251fbb73eb35914b8c727694fc65f940353692736043462,development_candidate; archive_file=10WLJY8r_Jc.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
printer-031,Printer,How to Scan Document or Photo from Canon G2010 Printer | Canon G2010 Scan Kaise Kare,Internet Archive,https://archive.org/details/youtube-SG2999EuGoo,Tech SD Support,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-SG2999EuGoo,2026-07-22,300.61,854,480,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,35806ce09e047246a6f62925c1b011680df049aeace484637b6c00349e41ebde,development_candidate; archive_file=SG2999EuGoo.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
printer-032,Printer,HOW TO RESET CANON G2010 PIXMA PRINTER (Support code: 5B00),Internet Archive,https://archive.org/details/youtube-Wle8uA_bYoE,mikbes,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-Wle8uA_bYoE,2026-07-22,348.82,854,480,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,ebfa368f4841be2eb6c7318b9ab10019b18a409cbebfa503641ef4eeaf986753,development_candidate; archive_file=Wle8uA_bYoE.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
printer-033,Printer,Canon G2010 E03 error Problem Solve 100 % II Canon Printer Paper Jam Solution P03 error,Internet Archive,https://archive.org/details/youtube-fU2ZXoJ4oE4,Surajit Printer Point,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-fU2ZXoJ4oE4,2026-07-22,730.53,910,480,und,"paper printer setup, operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,5336354ceb66e465d434edacec7b723c78d8a007f951616b67ba0d2bbfbc5110,development_candidate; archive_file=fU2ZXoJ4oE4.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
vacuum-001,Vacuum,Industrial vacuum cleaner in operation,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Industrial_vacuum_cleaner_in_operation.webm,JJMr19,CC-BY-SA-4.0,https://creativecommons.org/licenses/by-sa/4.0/,https://commons.wikimedia.org/wiki/File:Industrial_vacuum_cleaner_in_operation.webm,2026-07-16,26.508,640,480,de,industrial vacuum operation,medium,allowed,allowed,modified media must preserve compatible ShareAlike terms,personality-rights warning on source page,accepted,Accepted by completed review gate for balanced six-class v1 freeze,Codex,,4b5708d5a23a322951f76962a871bf0b761ab005619d4df874dec30df85fb244,Source SHA-1 8387345013e24a385b1f53dcbd8b458e21d1fa56; pre_freeze_status=hold_privacy
vacuum-002,Vacuum,A vacuum cleaner manufactured by Miele purchased 2013,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:A_vacuum_cleaner_manufactured_by_Miele,_purchased_2013.webm",Sounds of Changes,CC-BY-3.0,https://creativecommons.org/licenses/by/3.0/,"https://commons.wikimedia.org/wiki/File:A_vacuum_cleaner_manufactured_by_Miele,_purchased_2013.webm",2026-07-16,31,406,720,en,consumer vacuum operation,high,allowed,allowed,attribution required,home location metadata on source page,accepted,Accepted by completed review gate for balanced six-class v1 freeze,Codex,,3973dc88640c9bce9abf181d9652107bd4e3a0148a11d6e74c89d47f4940f10a,Wikimedia page also mentions CC-BY 4.0 permission but the actual license template is CC-BY 3.0; use the stricter recorded evidence; pre_freeze_status=provisional_accept
vacuum-003,Vacuum,Robot vacuum cleaner - Japan - 2024 June 24.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Robot_vacuum_cleaner_-_Japan_-_2024_June_24.webm,Nesnad,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://commons.wikimedia.org/wiki/File:Robot_vacuum_cleaner_-_Japan_-_2024_June_24.webm,2026-07-21,15.45,3840,2160,und,vacuum cleaner,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,ff8f173e2e3570c158950b184f1570c65017ac86638bfe595c216fb574206216,source_disjoint_test_candidate; variant=480p.vp9.webm; Robot vacuum cleaner (ロボット掃除機); final_split=development; reviewed_at=2026-07-22
vacuum-008,Vacuum,A day in the life of NEATO our cleaning bot.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_day_in_the_life_of_NEATO_our_cleaning_bot.webm,George Buitelaar,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:A_day_in_the_life_of_NEATO_our_cleaning_bot.webm,2026-07-21,123.812,1280,720,und,vacuum cleaner,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,e6cfce931933424bc860fc2b479e33c502523cfdcca85c6ea80280715e2dcb73,development_candidate; variant=480p.vp9.webm; NEATO our cleaning bot with an oldtime famous ragtime song. en:The Entertainer (rag) by Scott Joplin Performed by: Adam Cuerden CC-BY-3.0 licence http://imslp.org/wiki/The_Entertainer_%28Joplin%2C_Scott%29; final_split=development; reviewed_at=2026-07-22
vacuum-009,Vacuum,Vacuuming with Snickerdoodle (GEDC2330).webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vacuuming_with_Snickerdoodle_(GEDC2330).webm,Trougnouf,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://commons.wikimedia.org/wiki/File:Vacuuming_with_Snickerdoodle_(GEDC2330).webm,2026-07-21,41.536,1280,720,und,vacuum cleaner,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,4ec97206c8dcd7b0f7f00b783296cc4672c572e3e2cae3d9759197deeb8b3f17,development_candidate; variant=480p.vp9.webm; Vacuuming with Snickerdoodle; final_split=source_disjoint_test; reviewed_at=2026-07-22
vacuum-010,Vacuum,Vorwerk Kobold VR100 in Zeitraffer im Büro.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vorwerk_Kobold_VR100_in_Zeitraffer_im_B%C3%BCro.webm,Marcel B,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:Vorwerk_Kobold_VR100_in_Zeitraffer_im_B%C3%BCro.webm,2026-07-21,74.678,1280,720,und,vacuum cleaner,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,637d8034a115214879e048884627f06ccd389c7c04a71c3c081ec08ada5814c3,"development_candidate; variant=480p.vp9.webm; Um die Büroeinrichtung, die Katzenklos und was sonst noch so im Weg ist in Zeitraffer. Er wäre jetzt auch in die restliche Wohnung gefahren. Das habe ich mit einem Sperrband blockiert.; final_split=development; reviewed_at=2026-07-22"
vacuum-034,Vacuum,[LG Vacuum cleaner] - How to disassemble and assemble the A9 Tower All-in-one station,Internet Archive,https://archive.org/details/youtube-zcH8CT_xikE,LG customer support Europe_official,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-zcH8CT_xikE,2026-07-22,412.53,1280,720,und,"household vacuum operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,28385acda6e9b8d6219cc98d9db4c88f61ca03a9a1c2ac9c23d7b3cd16445f6e,development_candidate; archive_file=zcH8CT_xikE.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
vacuum-038,Vacuum,How to recharge the battery of your Samsung Jet™ vacuum cleaner,Internet Archive,https://archive.org/details/youtube-Dk6gd7CTQJw,Samsung India,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-Dk6gd7CTQJw,2026-07-22,89,1280,720,und,"household vacuum operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,bdb2b210a5e1333da6e00ac8b794b44c8216a74553ac966debdc7e9c0572e292,development_candidate; archive_file=Dk6gd7CTQJw.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
vacuum-039,Vacuum,Ultraman -ish Vacuum Cleaner Commercial,Internet Archive,https://archive.org/details/japanese-vacuum-cleaner-commercial,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/japanese-vacuum-cleaner-commercial,2026-07-22,109.3,854,480,und,"household vacuum operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,2cc8b05753474c6289b5db3f470fa3c098d9dddd99de912b340944f64f4a2491,development_candidate; archive_file=Japanese Vacuum Cleaner Commercial.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
vacuum-044,Vacuum,Black & Decker Vacuum Cleaner Power Pro 1991 Commercial,Internet Archive,https://archive.org/details/black-decker-vacuum-cleaner-power-pro-1991-commercial,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/black-decker-vacuum-cleaner-power-pro-1991-commercial,2026-07-22,30.24,320,240,und,"household vacuum operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,6f0a650c5ca7200b4a995c0572337d60bf43421380e98ef91a665b8ec46dc9be,development_candidate; archive_file=Black & Decker Vacuum Cleaner Power Pro 1991 Commercial.ia.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
vacuum-053,Vacuum,Best Vacuum Cleaner For Hardwood Floors,Internet Archive,https://archive.org/details/best-vacuum-cleaner-for-hardwood-floors,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/best-vacuum-cleaner-for-hardwood-floors,2026-07-22,28.53,1920,1080,und,"household vacuum operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,fd676f1d4b65bc86f0bec3b206568bbcb668d4fd982f1ecccd9aa0bea3dcd188,development_candidate; archive_file=Best vacuum cleaner for hardwood floors.ia.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
vacuum-058,Vacuum,Samsung Jet™ Pet Vacuum Cleaner and Clean Station™ | Samsung UK,Internet Archive,https://archive.org/details/youtube-MGZnlbK30v4,Samsung UK,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-MGZnlbK30v4,2026-07-22,14.98,1280,720,und,"household vacuum operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,6ab5e3c990b153723da99b47144065198673b7aa86c98d25bc45b7dea3b3a5de,development_candidate; archive_file=MGZnlbK30v4.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
vacuum-060,Vacuum,Energy efficient Digital Inverter Motor | The new Samsung Jet™ Vacuum Cleaner,Internet Archive,https://archive.org/details/youtube-QpDibOca3Tc,Samsung India,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-QpDibOca3Tc,2026-07-22,28.47,1280,720,und,"household vacuum operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,5d98905d341e644a363656ef75c763ae0946a00e3099a28fa89041f8382bd305,development_candidate; archive_file=QpDibOca3Tc.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
washing-001,Washing Machine,Video of Laundry machines,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Video_of_Laundry_machines.webm,Joanna Poe,CC-BY-SA-2.0,https://creativecommons.org/licenses/by-sa/2.0/,https://commons.wikimedia.org/wiki/File:Video_of_Laundry_machines.webm,2026-07-16,15.769,1920,1080,en,washing machines running,medium,allowed,allowed,modified media must preserve compatible ShareAlike terms,public laundry scene,accepted,Accepted by completed review gate for balanced six-class v1 freeze,Codex,,821d29e952ea63170d1d645e6c7390aee3d887bb4817e8135ebb2e1946d9468c,Source SHA-1 3ef2bb322e28c8d47c047dc021c571fde8b1df21; license reviewed on Wikimedia; pre_freeze_status=scope_review
washing-002,Washing Machine,The washing machine that is being operated,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_washing_machine_that_is_being_operated.webm,Fitrah 9131,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:The_washing_machine_that_is_being_operated.webm,2026-07-16,23.612,1920,1080,en,washing machines running in laundry,medium,allowed,allowed,modified media must preserve compatible ShareAlike terms,customer clothes visible,accepted,Accepted by completed review gate for balanced six-class v1 freeze,Codex,,cf060289b3fbfd4a3ce824797ad7ae80ead4f2bab43ce2d93d60d2c7a7768ffd,Source SHA-1 03cbda6b579a8d8e2205836fca747f9ca451b61c; pre_freeze_status=scope_review
washing-003,Washing Machine,Washing machine 120fps,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Washing_machine_120fps.webm,Golha,CC-BY-SA-4.0,https://creativecommons.org/licenses/by-sa/4.0/,https://commons.wikimedia.org/wiki/File:Washing_machine_120fps.webm,2026-07-16,27,1920,1080,en,1400 RPM spin cycle,high,allowed,allowed,modified media must preserve compatible ShareAlike terms,none observed,accepted,Accepted by completed review gate for balanced six-class v1 freeze,Codex,,cd015c23369406a214cddc0248be1dcdb188c4a71b38958cfd642ba9bc9a4580,pre_freeze_status=provisional_accept
washing-007,Washing Machine,Wringer washer.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Wringer_washer.webm,Pierre5018,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://commons.wikimedia.org/wiki/File:Wringer_washer.webm,2026-07-21,7.866,1920,1080,und,washing machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,2ed76f9afda46c6202dd06e9e1e6a7f24148098a41f091f0cb0f69d54b02f14a,development_candidate; variant=480p.vp9.webm; Laveuse-essoreuse à rouleaux au Site historique national de Paspébiac; final_split=source_disjoint_test; reviewed_at=2026-07-22
washing-009,Washing Machine,Aerra's Films of the Ordinary XV -- Washing machine pythagorean cup.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aerra%27s_Films_of_the_Ordinary_XV_--_Washing_machine_pythagorean_cup.webm,Aerra Carnicom,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,https://commons.wikimedia.org/wiki/File:Aerra%27s_Films_of_the_Ordinary_XV_--_Washing_machine_pythagorean_cup.webm,2026-07-21,30.424,1280,720,und,washing machine,machine_candidate,allowed,allowed,share-alike attribution required,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,57acc9451dee2abb86548f4a70169ead87f439d21fdc261624ebb43a8b3f185a,development_candidate; variant=480p.vp9.webm; A pythagorean cup built into a washing machine to prevent overflow; final_split=development; reviewed_at=2026-07-22
