evidence_id,record_id,evidence_type,start_seconds,end_seconds,text,media_path,thumbnail_path,source_sha256,language,confidence,asr_segment_ids,ocr_observation_ids,vlm_caption_ids,metadata_json
pressure-036-asr-0038,pressure-036,speech_segment,151.860,153.800,is a little hard for me to read.,data_video/processed/pressure-036/clips/pressure-036-scene-0011.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.887142,pressure-036-asr-0038,,,"{""compression_ratio"":1.644928,""language_probability"":0.99707,""no_speech_probability"":0.021927,""words"":[{""end"":152.42,""probability"":0.587402,""start"":151.86,""word"":"" is""},{""end"":152.56,""probability"":0.999512,""start"":152.42,""word"":"" a""},{""end"":152.76,""probability"":0.999512,""start"":152.56,""word"":"" little""},{""end"":153.02,""probability"":0.999512,""start"":152.76,""word"":"" hard""},{""end"":153.28,""probability"":0.999512,""start"":153.02,""word"":"" for""},{""end"":153.4,""probability"":1.0,""start"":153.28,""word"":"" me""},{""end"":153.52,""probability"":0.999512,""start"":153.4,""word"":"" to""},{""end"":153.8,""probability"":1.0,""start"":153.52,""word"":"" read.""}]}"
pressure-036-asr-0039,pressure-036,speech_segment,154.300,157.460,So I actually prefer a digital display.,data_video/processed/pressure-036/clips/pressure-036-scene-0011.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.887142,pressure-036-asr-0039,,,"{""compression_ratio"":1.644928,""language_probability"":0.99707,""no_speech_probability"":0.021927,""words"":[{""end"":154.78,""probability"":0.991211,""start"":154.3,""word"":"" So""},{""end"":155.24,""probability"":0.976562,""start"":154.78,""word"":"" I""},{""end"":155.66,""probability"":0.999512,""start"":155.24,""word"":"" actually""},{""end"":155.94,""probability"":0.999023,""start"":155.66,""word"":"" prefer""},{""end"":156.48,""probability"":0.999512,""start"":155.94,""word"":"" a""},{""end"":156.94,""probability"":0.999512,""start"":156.48,""word"":"" digital""},{""end"":157.46,""probability"":0.999512,""start"":156.94,""word"":"" display.""}]}"
pressure-036-asr-0040,pressure-036,speech_segment,157.720,159.040,"You can just tell on the screen,",data_video/processed/pressure-036/clips/pressure-036-scene-0011.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.887142,pressure-036-asr-0040,,,"{""compression_ratio"":1.644928,""language_probability"":0.99707,""no_speech_probability"":0.021927,""words"":[{""end"":158.06,""probability"":0.858398,""start"":157.72,""word"":"" You""},{""end"":158.16,""probability"":0.999512,""start"":158.06,""word"":"" can""},{""end"":158.32,""probability"":0.999512,""start"":158.16,""word"":"" just""},{""end"":158.5,""probability"":0.999512,""start"":158.32,""word"":"" tell""},{""end"":158.66,""probability"":0.998047,""start"":158.5,""word"":"" on""},{""end"":158.74,""probability"":0.999512,""start"":158.66,""word"":"" the""},{""end"":159.04,""probability"":1.0,""start"":158.74,""word"":"" screen,""}]}"
pressure-036-asr-0041,pressure-036,speech_segment,160.400,164.920,how much easier this is to read versus traditional buttons.,data_video/processed/pressure-036/clips/pressure-036-scene-0011.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.887142,pressure-036-asr-0041,,,"{""compression_ratio"":1.644928,""language_probability"":0.99707,""no_speech_probability"":0.021927,""words"":[{""end"":160.88,""probability"":0.143433,""start"":160.4,""word"":"" how""},{""end"":161.36,""probability"":0.999512,""start"":160.88,""word"":"" much""},{""end"":161.66,""probability"":0.999023,""start"":161.36,""word"":"" easier""},{""end"":162.26,""probability"":0.989746,""start"":161.66,""word"":"" this""},{""end"":162.5,""probability"":0.998535,""start"":162.26,""word"":"" is""},{""end"":162.7,""probability"":0.997559,""start"":162.5,""word"":"" to""},{""end"":163.04,""probability"":1.0,""start"":162.7,""word"":"" read""},{""end"":163.64,""probability"":0.976562,""start"":163.04,""word"":"" versus""},{""end"":164.48,""probability"":0.998535,""start"":163.64,""word"":"" traditional""},{""end"":164.92,""probability"":0.999512,""start"":164.48,""word"":"" buttons.""}]}"
pressure-036-asr-0042,pressure-036,speech_segment,165.180,167.460,So that is the biggest difference with this pressure cooker,data_video/processed/pressure-036/clips/pressure-036-scene-0011.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.887142,pressure-036-asr-0042,,,"{""compression_ratio"":1.644928,""language_probability"":0.99707,""no_speech_probability"":0.021927,""words"":[{""end"":165.4,""probability"":0.998047,""start"":165.18,""word"":"" So""},{""end"":165.7,""probability"":0.977539,""start"":165.4,""word"":"" that""},{""end"":165.98,""probability"":0.999512,""start"":165.7,""word"":"" is""},{""end"":166.14,""probability"":0.999512,""start"":165.98,""word"":"" the""},{""end"":166.3,""probability"":0.999512,""start"":166.14,""word"":"" biggest""},{""end"":166.6,""probability"":0.999023,""start"":166.3,""word"":"" difference""},{""end"":166.8,""probability"":0.998535,""start"":166.6,""word"":"" with""},{""end"":166.96,""probability"":0.999512,""start"":166.8,""word"":"" this""},{""end"":167.26,""probability"":0.989746,""start"":166.96,""word"":"" pressure""},{""end"":167.46,""probability"":0.998047,""start"":167.26,""word"":"" cooker""}]}"
pressure-036-asr-0043,pressure-036,speech_segment,167.460,168.620,that I've seen so far.,data_video/processed/pressure-036/clips/pressure-036-scene-0011.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.887142,pressure-036-asr-0043,,,"{""compression_ratio"":1.644928,""language_probability"":0.99707,""no_speech_probability"":0.021927,""words"":[{""end"":167.72,""probability"":0.996094,""start"":167.46,""word"":"" that""},{""end"":167.88,""probability"":0.999756,""start"":167.72,""word"":"" I've""},{""end"":168.08,""probability"":0.999512,""start"":167.88,""word"":"" seen""},{""end"":168.32,""probability"":0.998535,""start"":168.08,""word"":"" so""},{""end"":168.62,""probability"":1.0,""start"":168.32,""word"":"" far.""}]}"
pressure-036-asr-0044,pressure-036,speech_segment,168.820,171.020,"Other than that, it should just pressurize and cook.",data_video/processed/pressure-036/clips/pressure-036-scene-0011.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.887142,pressure-036-asr-0044,,,"{""compression_ratio"":1.644928,""language_probability"":0.99707,""no_speech_probability"":0.021927,""words"":[{""end"":169.02,""probability"":0.998047,""start"":168.82,""word"":"" Other""},{""end"":169.24,""probability"":0.999023,""start"":169.02,""word"":"" than""},{""end"":169.5,""probability"":0.999512,""start"":169.24,""word"":"" that,""},{""end"":169.72,""probability"":0.999512,""start"":169.58,""word"":"" it""},{""end"":169.94,""probability"":0.999512,""start"":169.72,""word"":"" should""},{""end"":170.16,""probability"":0.999512,""start"":169.94,""word"":"" just""},{""end"":170.7,""probability"":0.994954,""start"":170.16,""word"":"" pressurize""},{""end"":170.86,""probability"":0.994141,""start"":170.7,""word"":"" and""},{""end"":171.02,""probability"":0.999023,""start"":170.86,""word"":"" cook.""}]}"
pressure-036-asr-0045,pressure-036,speech_segment,171.020,177.160,cook. So let's cook a couple of things. I'm going to turn this on to poultry. I'm just,data_video/processed/pressure-036/clips/pressure-036-scene-0011.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.874722,pressure-036-asr-0045,,,"{""compression_ratio"":1.62212,""language_probability"":0.99707,""no_speech_probability"":0.068481,""words"":[{""end"":171.18,""probability"":0.176025,""start"":171.02,""word"":"" cook.""},{""end"":171.32,""probability"":0.911133,""start"":171.18,""word"":"" So""},{""end"":172.64,""probability"":0.843262,""start"":171.32,""word"":"" let's""},{""end"":173.3,""probability"":0.993652,""start"":172.64,""word"":"" cook""},{""end"":173.48,""probability"":0.996094,""start"":173.3,""word"":"" a""},{""end"":173.7,""probability"":0.999023,""start"":173.48,""word"":"" couple""},{""end"":173.8,""probability"":0.982422,""start"":173.7,""word"":"" of""},{""end"":174.06,""probability"":0.999023,""start"":173.8,""word"":"" things.""},{""end"":174.94,""probability"":0.98877,""start"":174.5,""word"":"" I'm""},{""end"":175.04,""probability"":0.6875,""start"":174.94,""word"":"" going""},{""end"":175.24,""probability"":0.997559,""start"":175.04,""word"":"" to""},{""end"":175.8,""probability"":0.998535,""start"":175.24,""word"":"" turn""},{""end"":176.04,""probability"":0.998535,""start"":175.8,""word"":"" this""},{""end"":176.22,""probability"":0.894043,""start"":176.04,""word"":"" on""},{""end"":176.38,""probability"":0.87207,""start"":176.22,""word"":"" to""},{""end"":176.72,""probability"":0.974121,""start"":176.38,""word"":"" poultry.""},{""end"":177.06,""probability"":0.997559,""start"":176.88,""word"":"" I'm""},{""end"":177.16,""probability"":0.987793,""start"":177.06,""word"":"" just""}]}"
pressure-036-asr-0046,pressure-036,speech_segment,177.160,183.940,going to leave it at the default for 15 and see how that works. We'll go ahead and put,data_video/processed/pressure-036/clips/pressure-036-scene-0012.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.874722,pressure-036-asr-0046,,,"{""compression_ratio"":1.62212,""language_probability"":0.99707,""no_speech_probability"":0.068481,""words"":[{""end"":177.26,""probability"":0.938965,""start"":177.16,""word"":"" going""},{""end"":177.36,""probability"":0.996582,""start"":177.26,""word"":"" to""},{""end"":177.48,""probability"":0.999023,""start"":177.36,""word"":"" leave""},{""end"":177.58,""probability"":0.994629,""start"":177.48,""word"":"" it""},{""end"":177.66,""probability"":0.988281,""start"":177.58,""word"":"" at""},{""end"":177.72,""probability"":0.997559,""start"":177.66,""word"":"" the""},{""end"":178.04,""probability"":0.998535,""start"":177.72,""word"":"" default""},{""end"":178.32,""probability"":0.992676,""start"":178.04,""word"":"" for""},{""end"":178.68,""probability"":0.969727,""start"":178.32,""word"":"" 15""},{""end"":179.56,""probability"":0.929199,""start"":178.68,""word"":"" and""},{""end"":180.04,""probability"":0.997559,""start"":179.56,""word"":"" see""},{""end"":181.46,""probability"":0.988281,""start"":180.04,""word"":"" how""},{""end"":181.68,""probability"":0.999512,""start"":181.46,""word"":"" that""},{""end"":182.12,""probability"":0.999512,""start"":181.68,""word"":"" works.""},{""end"":183.48,""probability"":0.89624,""start"":183.04,""word"":"" We'll""},{""end"":183.52,""probability"":0.999512,""start"":183.48,""word"":"" go""},{""end"":183.66,""probability"":0.999512,""start"":183.52,""word"":"" ahead""},{""end"":183.8,""probability"":0.998535,""start"":183.66,""word"":"" and""},{""end"":183.94,""probability"":0.999512,""start"":183.8,""word"":"" put""}]}"
pressure-036-asr-0047,pressure-036,speech_segment,183.940,191.600,this in the basket that I've got in there. So I am using the inner basket. And the reason,data_video/processed/pressure-036/clips/pressure-036-scene-0012.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.874722,pressure-036-asr-0047,,,"{""compression_ratio"":1.62212,""language_probability"":0.99707,""no_speech_probability"":0.068481,""words"":[{""end"":184.28,""probability"":0.998535,""start"":183.94,""word"":"" this""},{""end"":186.42,""probability"":0.973633,""start"":184.28,""word"":"" in""},{""end"":186.74,""probability"":0.999023,""start"":186.42,""word"":"" the""},{""end"":187.14,""probability"":0.999512,""start"":186.74,""word"":"" basket""},{""end"":187.42,""probability"":0.994629,""start"":187.14,""word"":"" that""},{""end"":187.56,""probability"":0.996826,""start"":187.42,""word"":"" I've""},{""end"":187.7,""probability"":0.998047,""start"":187.56,""word"":"" got""},{""end"":187.86,""probability"":0.998535,""start"":187.7,""word"":"" in""},{""end"":188.06,""probability"":0.999512,""start"":187.86,""word"":"" there.""},{""end"":188.6,""probability"":0.964844,""start"":188.2,""word"":"" So""},{""end"":188.7,""probability"":0.990234,""start"":188.6,""word"":"" I""},{""end"":188.82,""probability"":0.779297,""start"":188.7,""word"":"" am""},{""end"":189.12,""probability"":1.0,""start"":188.82,""word"":"" using""},{""end"":189.34,""probability"":0.998535,""start"":189.12,""word"":"" the""},{""end"":189.6,""probability"":0.995117,""start"":189.34,""word"":"" inner""},{""end"":190.06,""probability"":0.999512,""start"":189.6,""word"":"" basket.""},{""end"":191.14,""probability"":0.959473,""start"":190.7,""word"":"" And""},{""end"":191.32,""probability"":0.998535,""start"":191.14,""word"":"" the""},{""end"":191.6,""probability"":1.0,""start"":191.32,""word"":"" reason""}]}"
pressure-036-asr-0048,pressure-036,speech_segment,191.600,199.080,why is because I did put about half a cup of water in the bottom just to allow the steam,data_video/processed/pressure-036/clips/pressure-036-scene-0012.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.874722,pressure-036-asr-0048,,,"{""compression_ratio"":1.62212,""language_probability"":0.99707,""no_speech_probability"":0.068481,""words"":[{""end"":191.84,""probability"":0.998047,""start"":191.6,""word"":"" why""},{""end"":192.1,""probability"":0.97998,""start"":191.84,""word"":"" is""},{""end"":192.42,""probability"":0.995605,""start"":192.1,""word"":"" because""},{""end"":192.96,""probability"":0.998535,""start"":192.42,""word"":"" I""},{""end"":193.18,""probability"":0.999512,""start"":192.96,""word"":"" did""},{""end"":193.42,""probability"":0.999512,""start"":193.18,""word"":"" put""},{""end"":193.82,""probability"":0.999512,""start"":193.42,""word"":"" about""},{""end"":194.76,""probability"":0.935059,""start"":193.82,""word"":"" half""},{""end"":194.9,""probability"":0.998535,""start"":194.76,""word"":"" a""},{""end"":195.14,""probability"":0.999512,""start"":194.9,""word"":"" cup""},{""end"":195.3,""probability"":0.999023,""start"":195.14,""word"":"" of""},{""end"":195.66,""probability"":0.999512,""start"":195.3,""word"":"" water""},{""end"":196.64,""probability"":0.996582,""start"":195.66,""word"":"" in""},{""end"":196.76,""probability"":1.0,""start"":196.64,""word"":"" the""},{""end"":197.08,""probability"":0.999512,""start"":196.76,""word"":"" bottom""},{""end"":197.92,""probability"":0.824707,""start"":197.08,""word"":"" just""},{""end"":198.08,""probability"":0.999512,""start"":197.92,""word"":"" to""},{""end"":198.28,""probability"":0.999512,""start"":198.08,""word"":"" allow""},{""end"":198.68,""probability"":0.248657,""start"":198.28,""word"":"" the""},{""end"":199.08,""probability"":0.999023,""start"":198.68,""word"":"" steam""}]}"
pressure-036-asr-0049,pressure-036,speech_segment,199.080,203.500,or whatnot that's something we usually do when we're cooking chicken keep it a,data_video/processed/pressure-036/clips/pressure-036-scene-0012.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.906917,pressure-036-asr-0049,,,"{""compression_ratio"":1.657754,""language_probability"":0.99707,""no_speech_probability"":0.073669,""words"":[{""end"":199.24,""probability"":0.6875,""start"":199.08,""word"":"" or""},{""end"":199.38,""probability"":0.768066,""start"":199.24,""word"":"" whatnot""},{""end"":199.66,""probability"":0.671509,""start"":199.38,""word"":"" that's""},{""end"":199.86,""probability"":0.998535,""start"":199.66,""word"":"" something""},{""end"":200.08,""probability"":0.997559,""start"":199.86,""word"":"" we""},{""end"":200.28,""probability"":0.998535,""start"":200.08,""word"":"" usually""},{""end"":200.5,""probability"":0.999023,""start"":200.28,""word"":"" do""},{""end"":200.68,""probability"":0.99707,""start"":200.5,""word"":"" when""},{""end"":200.9,""probability"":0.997803,""start"":200.68,""word"":"" we're""},{""end"":201.6,""probability"":0.999023,""start"":200.9,""word"":"" cooking""},{""end"":202.02,""probability"":0.983887,""start"":201.6,""word"":"" chicken""},{""end"":203.12,""probability"":0.396484,""start"":202.02,""word"":"" keep""},{""end"":203.4,""probability"":0.998535,""start"":203.12,""word"":"" it""},{""end"":203.5,""probability"":0.999023,""start"":203.4,""word"":"" a""}]}"
pressure-036-asr-0050,pressure-036,speech_segment,203.500,208.800,little bit moist okay so now I've got the lid locked we're gonna go ahead with,data_video/processed/pressure-036/clips/pressure-036-scene-0012.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.906917,pressure-036-asr-0050,,,"{""compression_ratio"":1.657754,""language_probability"":0.99707,""no_speech_probability"":0.073669,""words"":[{""end"":203.64,""probability"":0.999023,""start"":203.5,""word"":"" little""},{""end"":203.8,""probability"":0.999512,""start"":203.64,""word"":"" bit""},{""end"":204.24,""probability"":0.999023,""start"":203.8,""word"":"" moist""},{""end"":206.46,""probability"":0.763672,""start"":204.24,""word"":"" okay""},{""end"":206.74,""probability"":0.992676,""start"":206.46,""word"":"" so""},{""end"":206.92,""probability"":0.999512,""start"":206.74,""word"":"" now""},{""end"":207.02,""probability"":0.94751,""start"":206.92,""word"":"" I've""},{""end"":207.12,""probability"":0.999512,""start"":207.02,""word"":"" got""},{""end"":207.24,""probability"":0.999512,""start"":207.12,""word"":"" the""},{""end"":207.4,""probability"":0.999023,""start"":207.24,""word"":"" lid""},{""end"":207.68,""probability"":0.998047,""start"":207.4,""word"":"" locked""},{""end"":208.04,""probability"":0.996826,""start"":207.68,""word"":"" we're""},{""end"":208.14,""probability"":0.682129,""start"":208.04,""word"":"" gonna""},{""end"":208.28,""probability"":1.0,""start"":208.14,""word"":"" go""},{""end"":208.44,""probability"":0.999512,""start"":208.28,""word"":"" ahead""},{""end"":208.8,""probability"":0.999512,""start"":208.44,""word"":"" with""}]}"
pressure-036-asr-0051,pressure-036,speech_segment,208.800,214.880,poultry I'm just gonna leave it on the default and let it go so it is now,data_video/processed/pressure-036/clips/pressure-036-scene-0012.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.906917,pressure-036-asr-0051,,,"{""compression_ratio"":1.657754,""language_probability"":0.99707,""no_speech_probability"":0.073669,""words"":[{""end"":209.34,""probability"":0.997559,""start"":208.8,""word"":"" poultry""},{""end"":210.88,""probability"":0.989258,""start"":209.34,""word"":"" I'm""},{""end"":211.0,""probability"":0.999512,""start"":210.88,""word"":"" just""},{""end"":211.14,""probability"":0.917969,""start"":211.0,""word"":"" gonna""},{""end"":211.34,""probability"":1.0,""start"":211.14,""word"":"" leave""},{""end"":211.42,""probability"":0.999512,""start"":211.34,""word"":"" it""},{""end"":211.5,""probability"":1.0,""start"":211.42,""word"":"" on""},{""end"":211.62,""probability"":1.0,""start"":211.5,""word"":"" the""},{""end"":211.94,""probability"":0.998047,""start"":211.62,""word"":"" default""},{""end"":212.46,""probability"":0.998535,""start"":211.94,""word"":"" and""},{""end"":212.72,""probability"":0.942383,""start"":212.46,""word"":"" let""},{""end"":213.04,""probability"":0.999023,""start"":212.72,""word"":"" it""},{""end"":213.34,""probability"":0.999512,""start"":213.04,""word"":"" go""},{""end"":214.5,""probability"":0.989746,""start"":213.34,""word"":"" so""},{""end"":214.6,""probability"":0.994141,""start"":214.5,""word"":"" it""},{""end"":214.68,""probability"":0.996582,""start"":214.6,""word"":"" is""},{""end"":214.88,""probability"":1.0,""start"":214.68,""word"":"" now""}]}"
pressure-036-asr-0052,pressure-036,speech_segment,214.880,220.820,warming up okay so the chicken is done you can see here I'm gonna go ahead and,data_video/processed/pressure-036/clips/pressure-036-scene-0012.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.906917,pressure-036-asr-0052,,,"{""compression_ratio"":1.657754,""language_probability"":0.99707,""no_speech_probability"":0.073669,""words"":[{""end"":215.32,""probability"":0.999512,""start"":214.88,""word"":"" warming""},{""end"":215.58,""probability"":0.999512,""start"":215.32,""word"":"" up""},{""end"":216.56,""probability"":0.962891,""start"":215.58,""word"":"" okay""},{""end"":216.92,""probability"":0.999512,""start"":216.56,""word"":"" so""},{""end"":217.14,""probability"":1.0,""start"":216.92,""word"":"" the""},{""end"":217.36,""probability"":0.999023,""start"":217.14,""word"":"" chicken""},{""end"":217.54,""probability"":0.998535,""start"":217.36,""word"":"" is""},{""end"":217.82,""probability"":0.999512,""start"":217.54,""word"":"" done""},{""end"":218.94,""probability"":0.925293,""start"":217.82,""word"":"" you""},{""end"":219.68,""probability"":0.999512,""start"":218.94,""word"":"" can""},{""end"":219.9,""probability"":1.0,""start"":219.68,""word"":"" see""},{""end"":220.14,""probability"":1.0,""start"":219.9,""word"":"" here""},{""end"":220.4,""probability"":0.998291,""start"":220.14,""word"":"" I'm""},{""end"":220.44,""probability"":0.862793,""start"":220.4,""word"":"" gonna""},{""end"":220.54,""probability"":1.0,""start"":220.44,""word"":"" go""},{""end"":220.68,""probability"":0.999023,""start"":220.54,""word"":"" ahead""},{""end"":220.82,""probability"":1.0,""start"":220.68,""word"":"" and""}]}"
pressure-036-asr-0053,pressure-036,speech_segment,220.820,230.520,cut into it and yes it looks very juicy okay so the thermometer is coming in it's uh now i think,data_video/processed/pressure-036/clips/pressure-036-scene-0013.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.920093,pressure-036-asr-0053,,,"{""compression_ratio"":1.633333,""language_probability"":0.99707,""no_speech_probability"":0.020325,""words"":[{""end"":220.94,""probability"":0.594727,""start"":220.82,""word"":"" cut""},{""end"":221.26,""probability"":0.994141,""start"":220.94,""word"":"" into""},{""end"":221.56,""probability"":0.999023,""start"":221.26,""word"":"" it""},{""end"":222.88,""probability"":0.626465,""start"":221.56,""word"":"" and""},{""end"":225.24,""probability"":0.94043,""start"":222.88,""word"":"" yes""},{""end"":225.5,""probability"":0.920898,""start"":225.24,""word"":"" it""},{""end"":225.88,""probability"":0.999512,""start"":225.5,""word"":"" looks""},{""end"":226.26,""probability"":0.999512,""start"":225.88,""word"":"" very""},{""end"":226.82,""probability"":0.999512,""start"":226.26,""word"":"" juicy""},{""end"":227.98,""probability"":0.659668,""start"":226.82,""word"":"" okay""},{""end"":228.28,""probability"":0.986816,""start"":227.98,""word"":"" so""},{""end"":228.46,""probability"":0.464111,""start"":228.28,""word"":"" the""},{""end"":228.7,""probability"":0.987793,""start"":228.46,""word"":"" thermometer""},{""end"":228.94,""probability"":0.827148,""start"":228.7,""word"":"" is""},{""end"":229.1,""probability"":0.999512,""start"":228.94,""word"":"" coming""},{""end"":229.42,""probability"":0.998535,""start"":229.1,""word"":"" in""},{""end"":229.7,""probability"":0.918457,""start"":229.42,""word"":"" it's""},{""end"":229.76,""probability"":0.475586,""start"":229.7,""word"":"" uh""},{""end"":230.16,""probability"":0.997559,""start"":229.76,""word"":"" now""},{""end"":230.36,""probability"":0.476074,""start"":230.16,""word"":"" i""},{""end"":230.52,""probability"":0.980957,""start"":230.36,""word"":"" think""}]}"
pressure-036-asr-0054,pressure-036,speech_segment,230.520,235.160,it's gonna end up at about close to 170 which is perfect for me i like to make sure the chicken is,data_video/processed/pressure-036/clips/pressure-036-scene-0014.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.920093,pressure-036-asr-0054,,,"{""compression_ratio"":1.633333,""language_probability"":0.99707,""no_speech_probability"":0.020325,""words"":[{""end"":230.64,""probability"":0.999512,""start"":230.52,""word"":"" it's""},{""end"":230.76,""probability"":0.756348,""start"":230.64,""word"":"" gonna""},{""end"":230.94,""probability"":0.999023,""start"":230.76,""word"":"" end""},{""end"":231.06,""probability"":1.0,""start"":230.94,""word"":"" up""},{""end"":231.12,""probability"":0.916992,""start"":231.06,""word"":"" at""},{""end"":231.3,""probability"":1.0,""start"":231.12,""word"":"" about""},{""end"":231.62,""probability"":1.0,""start"":231.3,""word"":"" close""},{""end"":231.8,""probability"":1.0,""start"":231.62,""word"":"" to""},{""end"":232.24,""probability"":0.996582,""start"":231.8,""word"":"" 170""},{""end"":232.54,""probability"":0.973145,""start"":232.24,""word"":"" which""},{""end"":232.68,""probability"":1.0,""start"":232.54,""word"":"" is""},{""end"":233.12,""probability"":1.0,""start"":232.68,""word"":"" perfect""},{""end"":233.36,""probability"":1.0,""start"":233.12,""word"":"" for""},{""end"":233.5,""probability"":1.0,""start"":233.36,""word"":"" me""},{""end"":234.08,""probability"":0.983398,""start"":233.5,""word"":"" i""},{""end"":234.26,""probability"":0.999512,""start"":234.08,""word"":"" like""},{""end"":234.4,""probability"":1.0,""start"":234.26,""word"":"" to""},{""end"":234.52,""probability"":1.0,""start"":234.4,""word"":"" make""},{""end"":234.68,""probability"":1.0,""start"":234.52,""word"":"" sure""},{""end"":234.82,""probability"":1.0,""start"":234.68,""word"":"" the""},{""end"":235.02,""probability"":1.0,""start"":234.82,""word"":"" chicken""},{""end"":235.16,""probability"":1.0,""start"":235.02,""word"":"" is""}]}"
pressure-036-asr-0055,pressure-036,speech_segment,235.160,241.020,done it's supposed to be 165 degrees minimum i just love it when right out of the box i can just,data_video/processed/pressure-036/clips/pressure-036-scene-0014.mp4,,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,en,0.920093,pressure-036-asr-0055,,,"{""compression_ratio"":1.633333,""language_probability"":0.99707,""no_speech_probability"":0.020325,""words"":[{""end"":235.32,""probability"":1.0,""start"":235.16,""word"":"" done""},{""end"":235.5,""probability"":0.998535,""start"":235.32,""word"":"" it's""},{""end"":235.64,""probability"":1.0,""start"":235.5,""word"":"" supposed""},{""end"":235.86,""probability"":1.0,""start"":235.64,""word"":"" to""},{""end"":236.02,""probability"":1.0,""start"":235.86,""word"":"" be""},{""end"":237.14,""probability"":0.996826,""start"":236.02,""word"":"" 165""},{""end"":237.54,""probability"":0.999023,""start"":237.14,""word"":"" degrees""},{""end"":238.34,""probability"":0.999023,""start"":237.54,""word"":"" minimum""},{""end"":239.0,""probability"":0.994629,""start"":238.34,""word"":"" i""},{""end"":239.2,""probability"":1.0,""start"":239.0,""word"":"" just""},{""end"":239.46,""probability"":1.0,""start"":239.2,""word"":"" love""},{""end"":239.6,""probability"":1.0,""start"":239.46,""word"":"" it""},{""end"":239.76,""probability"":1.0,""start"":239.6,""word"":"" when""},{""end"":240.0,""probability"":1.0,""start"":239.76,""word"":"" right""},{""end"":240.2,""probability"":1.0,""start"":240.0,""word"":"" out""},{""end"":240.24,""probability"":1.0,""start"":240.2,""word"":"" of""},{""end"":240.32,""probability"":1.0,""start"":240.24,""word"":"" the""},{""end"":240.6,""probability"":1.0,""start"":240.32,""word"":"" box""},{""end"":240.78,""probability"":0.999023,""start"":240.6,""word"":"" i""},{""end"":240.88,""probability"":1.0,""start"":240.78,""word"":"" can""},{""end"":241.02,""probability"":1.0,""start"":240.88,""word"":"" just""}]}"
